,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.67,0.08,0.72,0.43,1.0
open-data-kit.csv,0.74,0.06,1.0,0.41,0.27
qtractor.csv,1.0,0.05,0.78,0.47,0.47
quarkplayer.csv,0.25,1.0,0.36,0.19,0.14
turbotrader-bos.csv,0.71,0.03,0.87,0.99,0.45
