,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.38,0.44,0.34,0.49,0.0
open-data-kit.csv,0.29,0.62,0.0,0.58,0.46
qtractor.csv,0.0,0.39,0.2,0.25,0.14
quarkplayer.csv,0.5,0.0,0.32,0.29,0.41
turbotrader-bos.csv,0.21,0.23,0.05,0.0,0.1
