,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.99,0.94,0.5,0.81,0.9,0.76,0.0,0.74,0.71,0.63,0.49,0.31,0.83,0.75,0.42,0.45,0.79
baadengine.csv,0.47,0.35,0.59,0.35,0.4,0.41,0.54,0.34,0.35,0.35,0.44,0.29,0.4,0.56,0.36,0.44,0.43
bibedt.csv,0.82,0.51,0.47,0.47,0.47,0.55,0.56,0.61,0.44,0.91,0.63,0.89,0.67,0.67,0.5,0.73,0.45
exl.csv,0.65,0.42,0.45,0.48,0.59,0.54,0.57,0.44,0.49,0.76,0.55,0.8,0.36,0.57,0.61,0.88,0.41
gdis.csv,0.6,0.79,0.49,0.56,0.43,0.8,0.54,0.47,0.53,0.44,0.55,0.5,0.55,0.67,0.35,0.46,0.44
gogoego.csv,0.54,0.36,0.43,0.5,0.47,0.54,0.52,0.62,0.38,0.39,0.47,0.57,0.34,0.4,0.28,0.65,0.35
httpcontentparser.csv,0.56,0.43,0.54,0.74,0.5,0.88,0.75,0.45,0.38,0.86,0.63,0.37,0.53,0.8,0.0,0.65,0.4
jaxlib.csv,0.59,0.74,0.98,0.5,0.45,0.61,0.52,0.59,0.98,0.62,0.47,0.8,0.64,0.67,0.67,0.65,0.44
jgameai.csv,0.0,0.5,0.67,0.75,0.88,0.72,0.5,0.95,0.97,0.8,0.92,0.5,0.92,0.5,0.86,0.75,0.0
jhotdraw.csv,0.53,0.6,0.44,0.54,0.42,0.59,0.0,0.4,0.8,0.86,0.95,0.42,0.88,0.59,0.8,0.8,0.59
loki-lib.csv,0.9,0.59,0.47,0.45,0.4,0.65,0.56,0.45,0.39,0.41,0.55,0.44,0.5,0.91,0.37,0.48,0.48
patterntesting.csv,0.42,0.36,0.36,0.41,0.38,0.49,0.53,0.36,0.37,0.59,0.45,0.33,0.38,0.4,0.39,0.47,0.45
pokeglobal.csv,0.57,0.46,0.36,0.6,0.42,0.5,0.54,0.48,0.41,0.86,0.75,0.34,0.62,0.52,0.47,0.81,0.56
werx.csv,0.42,0.42,0.37,0.41,0.41,0.48,0.54,0.38,0.36,0.43,0.45,0.3,0.39,0.4,0.36,0.44,0.73
xbg.csv,0.68,0.94,0.67,0.92,0.86,0.67,0.83,0.97,0.97,0.73,0.7,0.61,0.8,0.62,0.92,0.65,0.94
zealos.csv,0.96,0.82,0.65,0.71,0.83,0.94,0.59,0.86,0.73,0.62,0.97,0.6,0.86,0.5,0.52,0.89,0.67
