,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.85,0.18,0.99,1.06,0.89,0.64,1.0,0.69,0.73,0.62,0.96,0.96,0.77,0.88,0.86,0.98,1.02
baadengine.csv,0.27,0.91,0.92,0.8,0.58,0.79,1.0,0.82,0.98,0.51,0.82,0.96,0.98,0.56,1.0,1.0,0.7
bibedt.csv,0.7,0.66,1.07,0.6,0.5,0.77,0.63,0.67,0.8,0.67,0.52,0.53,0.26,0.55,0.57,0.63,0.48
exl.csv,0.74,0.8,1.02,0.77,0.6,0.82,0.61,0.77,0.73,0.84,0.54,1.01,0.61,0.78,0.86,0.87,0.26
gdis.csv,0.55,0.87,0.64,1.15,0.67,0.65,0.8,0.8,0.76,1.0,0.63,0.46,0.62,0.71,0.25,0.63,0.48
gogoego.csv,0.67,1.02,1.13,0.58,0.56,0.88,0.63,0.59,0.9,0.82,0.62,0.57,0.69,0.91,0.44,0.61,0.4
httpcontentparser.csv,0.8,0.97,0.83,1.06,0.58,0.97,0.87,0.65,0.89,0.8,0.33,0.87,0.61,0.75,1.0,0.67,0.58
jaxlib.csv,0.73,0.87,0.93,1.16,0.71,0.63,0.48,0.63,0.81,0.78,0.56,0.06,0.55,0.59,0.68,0.67,0.47
jgameai.csv,1.0,1.0,0.98,1.0,0.88,0.6,1.0,0.93,0.91,0.9,1.0,0.5,0.84,1.0,0.96,0.93,1.0
jhotdraw.csv,0.9,0.7,0.78,0.59,0.97,0.74,1.0,0.91,0.39,0.81,0.87,0.83,0.92,1.01,1.08,0.97,0.81
loki-lib.csv,0.71,0.71,1.09,0.76,0.56,0.66,0.88,0.64,0.7,0.56,0.48,0.71,0.68,0.77,0.62,0.47,0.47
patterntesting.csv,1.0,0.99,1.0,0.98,0.76,0.97,0.88,0.97,0.88,0.4,0.98,0.85,0.76,0.97,0.75,0.83,0.92
pokeglobal.csv,0.68,0.79,1.0,0.24,0.42,0.81,1.0,0.54,0.84,0.64,0.89,1.36,0.83,0.59,1.04,0.78,0.86
werx.csv,0.99,0.85,0.03,1.0,0.97,1.0,1.0,0.96,1.0,1.0,0.99,1.0,1.0,0.98,1.0,1.0,0.85
xbg.csv,0.62,0.84,0.98,1.01,1.0,1.0,0.91,0.88,0.96,0.84,0.91,1.07,0.79,0.28,0.88,0.91,1.15
zealos.csv,0.75,0.64,0.55,1.06,0.88,0.71,0.44,0.76,0.58,0.59,0.82,1.05,1.01,1.0,0.64,0.8,0.95
