,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.5,0.85,0.58,0.54,0.49,0.59,0.63,0.57,0.5,0.59,0.8,0.83,0.63,0.9,0.56,0.39,1.02,0.65
decidr.csv,0.74,0.57,0.54,0.71,0.67,0.91,0.91,1.0,0.87,0.97,0.35,0.92,0.95,0.9,0.74,0.98,0.82,0.95
elmo.csv,0.66,0.5,0.69,0.59,0.46,0.76,0.82,0.65,0.59,0.7,0.54,0.68,0.6,0.73,0.59,0.67,0.48,0.76
gpac.csv,0.75,0.94,0.65,0.66,0.43,0.84,0.8,0.86,0.79,0.7,0.96,0.47,0.92,0.85,0.77,0.65,0.8,0.93
illumination.csv,1.0,0.92,0.92,0.91,0.94,1.0,0.97,0.7,1.0,0.89,0.98,1.0,1.0,0.77,0.86,0.97,0.24,1.0
img-browse-sort.csv,0.56,0.84,0.69,0.53,0.53,0.65,0.47,0.65,0.63,0.54,0.62,0.58,0.71,0.84,0.61,0.44,0.77,0.71
jajuk.csv,0.7,0.57,0.66,0.28,0.62,0.64,0.65,0.67,0.56,0.5,0.96,0.88,0.62,1.0,0.61,0.55,0.64,0.8
ktc.csv,0.34,0.64,0.45,0.39,0.48,0.54,0.87,0.58,0.42,0.65,0.55,0.72,0.55,0.66,0.52,0.79,0.7,0.49
miranda.csv,0.5,1.0,0.49,0.86,0.91,0.96,0.7,1.0,0.9,0.55,0.73,0.91,0.88,1.0,0.7,1.0,0.8,0.48
neoengine.csv,0.65,0.96,0.47,0.47,0.46,0.83,0.54,0.8,0.7,0.57,0.59,0.89,0.55,0.54,0.6,0.6,0.77,0.84
nicepress.csv,0.57,0.67,0.88,0.64,0.51,0.53,0.64,0.96,0.48,0.35,0.45,0.93,0.97,0.7,0.53,0.75,0.54,0.83
omseek.csv,0.74,1.0,0.9,0.57,0.83,0.85,0.98,0.66,0.8,0.97,0.81,0.97,0.89,0.78,0.41,0.66,0.83,0.73
rosegarden.csv,0.53,0.73,0.93,0.79,0.6,0.75,0.66,0.54,0.39,0.49,0.89,0.6,0.66,0.87,0.76,0.71,0.76,0.65
smarttag.csv,0.52,0.8,0.76,0.7,0.83,0.54,0.68,1.0,0.52,0.58,0.75,0.81,0.98,0.6,0.62,0.85,0.64,0.63
sylpheed-claws.csv,0.93,1.0,0.94,0.95,0.97,1.0,1.0,0.63,0.94,1.0,0.89,0.61,0.42,0.95,1.0,1.0,0.97,1.0
vapor.csv,1.0,1.0,0.43,0.44,1.0,0.56,0.96,1.0,1.0,1.0,0.61,1.0,1.0,1.0,0.72,1.0,0.87,1.0
zorannt.csv,0.63,0.55,0.82,0.5,0.44,0.65,0.46,0.68,0.72,0.88,0.62,0.64,0.55,0.69,0.56,0.41,0.65,0.72
zscreen.csv,0.49,0.81,0.49,0.76,0.68,0.52,0.34,0.72,0.57,0.59,0.83,0.74,0.8,0.79,0.51,0.8,0.85,0.71
