,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.67,0.2,0.49,0.69,0.78,0.56,0.37,0.65,0.67,0.53,0.73,0.95,0.53,1.0,0.48,0.77,0.0,0.83
decidr.csv,0.48,0.8,0.79,0.78,0.74,0.64,0.83,1.0,0.69,0.97,0.73,0.91,1.0,0.93,0.82,0.92,0.71,0.96
elmo.csv,0.4,0.6,0.32,0.43,0.61,0.44,0.22,0.46,0.47,0.31,0.5,0.43,0.46,0.29,0.45,0.46,0.65,0.41
gpac.csv,0.66,1.0,0.57,0.54,0.78,0.64,0.83,0.91,0.38,0.5,0.88,0.64,0.96,0.79,0.55,0.77,1.0,0.84
illumination.csv,0.0,0.8,0.08,0.1,0.96,0.0,0.54,0.57,0.0,0.92,0.02,0.0,0.0,0.79,0.33,1.0,0.82,0.0
img-browse-sort.csv,0.66,0.8,0.48,0.58,0.7,0.72,0.67,0.7,0.51,0.72,0.57,0.61,0.66,0.71,0.58,0.62,0.59,0.59
jajuk.csv,0.92,0.6,0.81,0.78,0.91,0.76,0.57,0.86,0.76,0.61,0.98,0.86,0.84,1.0,0.73,0.77,0.82,0.92
ktc.csv,0.74,0.4,0.72,0.69,0.61,0.6,0.13,0.7,0.63,0.36,0.51,0.66,0.57,0.43,0.55,0.92,0.35,0.7
miranda.csv,0.72,0.0,0.72,0.14,0.09,0.04,0.3,1.0,0.11,0.56,0.28,0.09,0.98,0.0,0.76,0.0,0.24,0.75
neoengine.csv,0.38,1.0,0.64,0.65,0.74,0.84,0.52,0.92,0.35,0.64,0.74,1.0,0.78,0.64,0.88,0.85,0.59,0.97
nicepress.csv,0.53,1.0,0.94,0.74,0.7,0.56,0.46,0.93,0.7,0.75,0.75,0.84,0.98,0.5,0.55,0.77,0.59,0.89
omseek.csv,0.26,0.0,0.1,0.43,0.17,0.16,0.02,0.35,0.2,0.03,0.2,0.04,0.12,0.36,0.64,0.54,0.18,0.28
rosegarden.csv,0.9,0.6,0.91,0.94,0.65,0.64,0.37,0.63,0.69,0.61,0.7,0.5,0.38,0.14,0.91,1.0,0.41,0.9
smarttag.csv,0.72,0.2,0.25,0.31,0.74,0.64,0.43,0.0,0.63,0.64,0.37,0.2,0.02,0.5,0.76,0.15,0.59,0.39
sylpheed-claws.csv,0.99,1.0,0.98,1.0,1.0,1.0,0.91,0.66,0.96,1.0,0.95,0.79,0.7,0.93,1.0,0.92,1.0,0.99
vapor.csv,0.0,1.0,0.75,0.7,1.0,0.52,1.0,1.0,0.0,1.0,0.87,0.0,0.0,1.0,0.97,1.0,0.88,0.0
zorannt.csv,0.52,0.8,0.18,0.56,0.61,0.6,0.65,0.33,0.31,0.14,0.5,0.64,0.68,0.64,0.61,0.77,0.53,0.64
zscreen.csv,0.76,0.2,0.69,0.84,0.78,0.72,0.74,0.28,0.71,0.78,0.87,0.27,0.2,0.5,0.79,0.77,0.47,0.85
