,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.63,0.87,0.64,0.61,0.91,0.77,0.94,0.84,0.87,0.5,0.74,0.76,0.96,0.68,0.69,0.72,0.8
arm-webradio.csv,0.89,0.56,0.64,0.74,0.75,0.58,0.67,0.74,0.67,0.67,0.78,0.65,0.7,0.73,0.68,0.49,0.71
codepurge.csv,0.58,0.84,0.9,0.94,0.96,0.8,0.83,0.78,0.0,0.9,0.76,0.64,0.95,0.92,0.75,0.73,0.46
fw4spl.csv,0.6,0.98,0.67,0.9,0.91,0.89,0.92,0.75,0.93,0.67,0.85,0.73,0.73,0.78,0.83,0.79,0.75
glas.csv,0.6,0.66,0.54,0.84,0.84,0.9,0.53,0.6,0.61,0.53,0.67,0.94,0.57,0.68,0.6,0.68,0.92
grisbi.csv,0.47,0.41,0.41,0.43,0.39,0.44,0.31,0.42,0.46,0.34,0.39,0.34,0.47,0.45,0.42,0.36,0.59
gwanted.csv,0.0,0.0,0.0,0.8,0.96,0.0,0.0,0.0,0.0,0.89,0.0,0.98,0.0,0.0,0.92,0.0,0.0
lcfizvtop.csv,0.58,0.98,0.54,0.58,0.63,0.82,0.55,0.71,0.56,0.51,0.51,0.59,0.72,0.78,0.59,0.62,0.94
ldview.csv,0.68,0.94,0.97,0.7,0.66,0.83,0.7,0.73,0.94,0.78,0.93,0.64,0.95,0.92,0.88,0.73,0.62
libmesh.csv,0.72,0.99,0.86,0.65,0.79,0.9,0.94,0.92,0.85,0.72,0.94,0.68,0.92,0.97,0.63,0.96,0.89
mediaportal.csv,0.0,0.88,0.88,0.55,0.56,0.0,0.5,0.0,0.0,0.53,0.67,0.96,0.0,0.67,0.46,0.89,0.93
olex2.csv,0.5,0.59,0.5,0.56,0.56,0.67,0.4,0.5,0.86,0.92,0.71,0.53,0.94,0.48,0.83,0.51,0.4
oppna-program-hsatools.csv,0.55,0.4,0.41,0.42,0.4,0.48,0.35,0.41,0.57,0.33,0.42,0.37,0.41,0.4,0.45,0.35,0.56
qlc.csv,0.75,0.75,0.94,0.97,0.97,0.67,0.95,0.91,0.83,0.88,0.89,0.98,0.75,0.83,0.92,0.8,0.0
somap.csv,0.47,0.39,0.41,0.4,0.41,0.39,0.35,0.49,0.47,0.35,0.4,0.37,0.4,0.43,0.39,0.34,0.56
wxcode.csv,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.86,0.92,0.0,0.67,0.0,0.86,0.67
xcf.csv,0.55,0.5,0.48,0.56,0.52,0.68,0.46,0.48,0.68,0.45,0.59,0.39,0.51,0.55,0.5,0.37,0.57
