,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.69,0.69,0.53,0.84,0.72,0.85,0.95,0.61,0.85,0.94,0.34,0.61,0.93,0.07,0.78,0.67,0.58
arm-webradio.csv,0.73,0.69,0.58,0.75,0.64,0.85,0.71,0.81,0.84,0.95,0.52,0.64,0.72,0.68,0.67,0.64,0.0
codepurge.csv,0.63,0.74,0.84,0.85,0.76,0.91,0.91,0.94,1.0,0.89,0.33,0.56,0.17,0.83,0.88,0.69,0.58
fw4spl.csv,0.9,0.08,0.81,0.99,0.84,0.89,1.11,0.92,0.91,0.96,0.83,0.78,0.7,0.57,0.7,0.85,0.96
glas.csv,0.53,0.65,0.65,0.81,0.78,0.65,0.72,0.75,0.03,0.65,0.47,0.79,0.59,0.68,0.6,0.79,0.76
grisbi.csv,0.85,0.78,0.79,0.46,0.83,0.87,0.07,0.93,0.61,0.55,0.89,0.89,0.66,0.83,0.72,0.73,0.82
gwanted.csv,1.0,1.0,1.0,0.95,0.11,1.0,1.0,1.0,1.0,0.9,1.0,0.8,1.0,1.0,0.8,0.98,1.0
lcfizvtop.csv,0.76,0.75,0.7,0.91,0.78,0.0,0.69,0.89,0.67,0.54,0.69,0.64,0.68,0.86,0.63,0.81,0.81
ldview.csv,0.03,0.85,0.81,0.71,0.48,0.92,0.84,0.79,0.89,0.78,0.59,0.58,0.84,0.63,0.93,0.72,0.81
libmesh.csv,0.42,0.89,0.89,0.93,0.74,0.72,0.87,0.12,0.84,0.78,0.46,0.73,0.92,0.62,0.72,0.81,0.92
mediaportal.csv,1.0,0.96,0.95,0.88,0.78,1.0,0.97,1.0,1.0,0.92,0.86,0.1,0.96,1.0,0.77,0.85,0.95
olex2.csv,0.64,0.72,0.49,0.51,0.68,0.84,0.49,0.87,0.88,0.83,0.45,0.65,0.75,0.66,0.84,0.04,0.57
oppna-program-hsatools.csv,0.83,0.96,0.96,0.0,0.75,0.89,0.79,0.89,0.89,1.0,0.91,0.96,0.96,0.94,0.74,0.9,0.99
qlc.csv,0.86,1.0,0.06,0.88,0.82,1.0,1.12,0.86,0.95,0.89,0.43,0.94,0.88,0.5,0.85,0.93,1.0
somap.csv,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.8,1.0,1.0
wxcode.csv,0.86,1.0,1.0,1.0,1.0,1.0,0.95,0.96,1.0,1.0,0.0,0.95,1.0,0.95,1.0,0.92,1.0
xcf.csv,0.73,0.64,0.72,0.54,0.51,0.83,0.58,0.85,0.65,0.47,0.61,0.65,0.81,0.57,0.0,0.86,0.88
