,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.77,0.76,0.75,0.68,0.0,0.69,1.0
encog-java.csv,0.0,0.02,0.69,0.0,0.27,0.69,0.08
h2database.csv,0.58,0.0,0.19,0.16,0.02,0.33,0.23
haphazard.csv,0.07,0.1,0.17,0.46,0.1,0.0,0.08
jaql.csv,0.32,0.32,0.33,0.0,0.59,0.48,0.15
raven-monitoring.csv,0.52,0.46,0.0,0.46,0.58,0.62,0.46
v8.csv,0.41,0.36,0.23,0.18,0.91,0.5,0.23
