,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.44,0.7,0.98,0.72,0.35
elmo.csv,0.83,0.09,0.02,0.0,0.09
mscore.csv,0.44,0.66,0.45,0.73,0.98
tolven.csv,0.56,0.43,0.39,0.93,0.25
xbplayer.csv,0.0,0.96,0.18,0.45,0.34
