,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.66,0.53,0.02,0.5,0.72
elmo.csv,0.2,0.94,0.98,1.0,0.94
mscore.csv,0.68,0.51,0.66,0.45,0.02
tolven.csv,0.69,0.9,0.66,0.08,0.8
xbplayer.csv,1.01,0.05,0.85,0.63,0.71
