,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.1,0.43,1.0,0.41,0.67
elmo.csv,1.0,0.2,0.67,0.0,0.47
mscore.csv,0.09,0.44,0.62,0.45,1.0
tolven.csv,0.07,0.26,0.86,1.0,0.76
xbplayer.csv,0.0,1.0,0.89,0.44,0.88
