,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.38,0.36,0.46,0.41,0.81
elmo.csv,0.75,0.93,0.92,0.0,0.95
mscore.csv,0.43,0.41,0.55,0.39,0.47
tolven.csv,0.73,0.54,0.82,0.62,0.88
xbplayer.csv,0.88,0.62,0.98,0.59,0.68
