,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.15,0.55,0.99,0.54,0.43
elmo.csv,0.89,0.11,0.05,0.0,0.12
mscore.csv,0.14,0.53,0.5,0.57,0.99
tolven.csv,0.13,0.36,0.49,0.96,0.33
xbplayer.csv,0.0,0.98,0.26,0.42,0.43
