,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.32,0.11,0.38,0.6,0.17,0.09,0.1,0.0,0.1
flylegacy.csv,0.61,0.41,0.67,0.55,0.59,0.48,0.4,0.28,0.05
ftm.csv,0.24,0.11,0.32,0.36,0.11,0.16,0.63,0.24,0.7
jguard.csv,0.09,0.58,0.54,0.44,0.33,0.72,0.0,0.5,0.0
m-a-d-n-e-s-s.csv,0.24,0.04,0.47,0.3,0.02,0.0,0.73,0.19,0.6
mob-sen-plat.csv,0.61,0.78,0.5,0.51,0.59,0.5,0.67,0.56,0.61
raygina.csv,0.7,0.0,0.55,0.49,0.26,0.34,0.37,0.44,0.12
upp-mirror.csv,0.36,0.07,0.45,0.38,0.67,0.27,0.49,0.4,0.38
yarp.csv,0.1,0.0,0.2,0.01,0.0,0.33,0.28,0.68,0.02
