,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.28,0.09,0.35,0.57,0.14,0.07,0.08,0.0,0.08
flylegacy.csv,0.68,0.36,0.7,0.53,0.66,0.83,0.96,0.24,1.0
ftm.csv,0.2,0.09,0.27,0.31,0.09,0.13,0.6,0.2,0.72
jguard.csv,1.0,0.7,0.81,0.83,0.8,0.73,1.0,0.92,1.0
m-a-d-n-e-s-s.csv,0.2,0.03,0.43,0.26,0.02,0.0,0.72,0.16,0.84
mob-sen-plat.csv,0.92,0.79,0.9,0.54,0.8,0.77,0.92,0.56,0.79
raygina.csv,0.68,0.0,0.67,0.49,0.22,0.3,0.32,0.4,0.1
upp-mirror.csv,0.32,0.06,0.43,0.33,0.67,0.23,0.44,0.36,0.33
yarp.csv,0.08,0.0,0.17,0.01,0.0,0.3,0.24,0.68,0.02
