,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.8,0.8,0.63,0.76,0.94,0.86,0.83,0.0,0.91
flylegacy.csv,0.41,0.6,0.38,0.53,0.44,0.46,0.4,0.64,0.42
ftm.csv,0.86,0.67,0.82,0.83,0.83,0.83,0.54,0.7,0.39
jguard.csv,0.37,0.47,0.41,0.38,0.44,0.6,0.39,0.54,0.42
m-a-d-n-e-s-s.csv,0.88,0.0,0.53,0.98,0.67,0.75,0.53,0.78,0.4
mob-sen-plat.csv,0.35,0.35,0.33,0.39,0.3,0.39,0.36,0.4,0.33
raygina.csv,0.48,0.0,0.44,0.44,0.77,0.48,0.82,0.41,0.91
upp-mirror.csv,0.71,0.67,0.47,0.97,0.39,0.94,0.65,0.59,0.65
yarp.csv,0.8,0.0,0.93,0.95,0.5,0.71,0.91,0.55,0.5
