,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,295.0,197.5,97.5,587.0
hibernate.csv,91.5,197.5,97.5,1345.0
lamp.csv,192.0,98.5,97.5,883.5
thout.csv,394.0,382.0,96.5,2369.0
