,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
rectracker.csv,0.645,0.645,0.75,0.67,0.67,0.875,0.645,0.83,0.67,0.67,0.815,0.645,0.775,0.67,0.67
dynalloy.csv,0.47,0.345,0.56,0.36,0.0,0.47,0.345,0.565,0.36,0.0,0.4,0.345,0.565,0.36,0.0
mpqc.csv,0.0,0.0,0.27,0.15,0.15,0.0,0.0,0.225,0.15,0.15,0.12,0.0,0.21000000000000002,0.15,0.15
thout.csv,0.375,0.33,0.31,0.22,0.0,0.355,0.33,0.365,0.22,0.0,0.37,0.33,0.30000000000000004,0.22,0.0
benojt.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sabbu.csv,0.635,0.61,0.645,0.5,0.5,0.875,0.61,0.645,0.5,0.5,0.62,0.61,0.645,0.5,0.5
unladen-swallow.csv,0.185,0.185,0.26,0.0,0.0,0.20500000000000002,0.185,0.275,0.0,0.0,0.12,0.185,0.25,0.0,0.0
powerfolder-.csv,0.39,0.355,0.5,0.3,0.3,0.355,0.355,0.5,0.3,0.3,0.3,0.355,0.5,0.3,0.3
barracudamvc.csv,0.0,0.84,0.885,0.84,0.83,1.0,0.84,0.825,0.84,0.83,0.82,0.84,0.855,0.84,0.83
nutz.csv,0.56,0.365,0.5,0.32,0.0,0.41000000000000003,0.365,0.55,0.32,0.0,0.41000000000000003,0.365,0.45999999999999996,0.32,0.0
apolloplayer.csv,0.2,0.31,0.33,0.21000000000000002,0.0,0.2,0.31,0.41500000000000004,0.21000000000000002,0.0,0.2,0.31,0.375,0.21000000000000002,0.0
vxl.csv,0.0,0.25,0.185,0.25,0.0,0.24,0.25,0.15500000000000003,0.25,0.0,0.24,0.25,0.185,0.25,0.0
fbmanager.csv,0.25,0.71,0.5349999999999999,0.5,0.5,0.875,0.71,0.5349999999999999,0.5,0.5,0.875,0.71,0.5349999999999999,0.5,0.5
olsrd.csv,0.78,1.0,0.86,0.78,0.0,1.0,1.0,0.86,0.78,0.0,0.78,1.0,0.86,0.78,0.0
jajuk.csv,0.72,0.635,0.765,0.5,0.0,0.5,0.635,0.74,0.5,0.0,0.5,0.635,0.765,0.5,0.0
sqlpower-library.csv,0.67,1.0,0.815,0.71,0.71,0.71,1.0,0.815,0.71,0.71,0.9,1.0,0.815,0.71,0.71
heekscad.csv,0.585,0.765,0.74,0.62,0.0,0.9,0.765,0.775,0.62,0.0,0.655,0.765,0.705,0.62,0.0
zorannt.csv,0.0,0.27,0.15500000000000003,0.13,0.0,0.225,0.27,0.17,0.13,0.0,0.225,0.27,0.07,0.13,0.0
emftriple.csv,0.0,0.0,0.21000000000000002,0.07,0.0,0.0,0.0,0.5700000000000001,0.07,0.0,0.0,0.0,0.15500000000000003,0.07,0.0
gamestone.csv,0.33,0.0,0.25,0.17,0.0,0.33,0.0,0.0,0.17,0.0,0.17,0.0,0.25,0.17,0.0
jicarilla.csv,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.875,0.5,0.0,0.0,0.0,0.9,0.5,0.0
sevenupdate.csv,1.0,1.0,1.0,0.83,0.83,1.0,1.0,1.0,0.83,0.83,1.0,1.0,1.0,0.83,0.83
nuttx.csv,0.0,0.8,0.805,0.815,0.825,0.815,0.8,0.82,0.815,0.825,0.815,0.8,0.815,0.815,0.825
psrchive.csv,0.15500000000000003,0.25,0.0,0.12,0.0,0.0,0.25,0.125,0.12,0.0,0.195,0.25,0.0,0.12,0.0
jvcl.csv,0.12,0.095,0.085,0.12,0.0,0.13,0.095,0.0,0.12,0.0,0.08,0.095,0.0,0.12,0.0
kdenlive.csv,0.875,0.775,0.745,0.64,0.0,1.0,0.775,0.75,0.64,0.0,0.8049999999999999,0.775,0.765,0.64,0.0
hatari.csv,0.5,0.5,0.55,0.43,0.0,0.41500000000000004,0.5,0.55,0.43,0.0,0.5,0.5,0.55,0.43,0.0
maidsafe-dht.csv,0.0,0.25,0.0,0.14,0.0,0.29000000000000004,0.25,0.165,0.14,0.0,0.21000000000000002,0.25,0.165,0.14,0.0
opde.csv,0.355,0.33,0.585,0.355,0.33,0.365,0.33,0.45,0.355,0.33,0.45,0.33,0.5,0.355,0.33
brlcad.csv,0.285,0.3,0.42000000000000004,0.0,0.0,0.25,0.3,0.395,0.0,0.0,0.25,0.3,0.4,0.0,0.0
opentibia.csv,0.885,1.0,0.95,0.89,0.89,1.0,1.0,0.89,0.89,0.89,1.0,1.0,0.895,0.89,0.89
plee-the-bear.csv,0.12,0.10500000000000001,0.14,0.0,0.0,0.055,0.10500000000000001,0.16,0.0,0.0,0.055,0.10500000000000001,0.18,0.0,0.0
xcsoar.csv,1.0,0.56,0.6,0.445,0.0,0.44,0.56,0.67,0.445,0.0,0.44,0.56,0.6,0.445,0.0
vapor.csv,0.585,0.31,0.0,0.245,0.0,0.4,0.31,0.1,0.245,0.0,0.33,0.31,0.23500000000000001,0.245,0.0
reaper-ecad.csv,0.0,0.29000000000000004,0.5,0.11,0.0,0.29000000000000004,0.29000000000000004,0.5,0.11,0.0,0.12,0.29000000000000004,0.41500000000000004,0.11,0.0
jmri.csv,0.635,0.53,0.585,0.49,0.47,0.5,0.53,0.61,0.49,0.47,0.54,0.53,0.595,0.49,0.47
igarden.csv,0.0,0.29,0.45,0.3,0.0,0.3,0.29,0.365,0.3,0.0,0.3,0.29,0.45,0.3,0.0
mb-unit.csv,0.875,0.905,0.835,0.0,0.85,0.855,0.905,0.85,0.0,0.85,0.855,0.905,0.85,0.0,0.85
kaffeine.csv,0.375,1.0,1.0,0.83,0.83,0.0,1.0,1.0,0.83,0.83,0.875,1.0,1.0,0.83,0.83
ossim.csv,0.07500000000000001,0.075,0.12,0.07500000000000001,0.0,0.07,0.075,0.11499999999999999,0.07500000000000001,0.0,0.07,0.075,0.11499999999999999,0.07500000000000001,0.0
jlinalg.csv,0.0,1.0,1.0,0.83,0.83,1.0,1.0,1.0,0.83,0.83,1.0,1.0,1.0,0.83,0.83
megasquirtavr.csv,0.31,0.41500000000000004,0.375,0.22,0.0,0.0,0.41500000000000004,0.0,0.22,0.0,0.41500000000000004,0.41500000000000004,0.25,0.22,0.0
psycle.csv,1.0,0.775,0.74,0.81,0.66,0.755,0.775,0.73,0.81,0.66,0.755,0.775,0.725,0.81,0.66
beast-mcmc.csv,0.33,0.37,0.62,0.28,0.0,0.5349999999999999,0.37,0.485,0.28,0.0,0.405,0.37,0.5,0.28,0.0
ikvm.csv,0.165,0.67,0.585,0.4,0.4,0.45,0.67,0.45,0.4,0.4,0.45,0.67,0.535,0.4,0.4
bscwweasel.csv,0.0,0.2,0.0,0.12,0.0,0.125,0.2,0.0,0.12,0.0,0.14500000000000002,0.2,0.0,0.12,0.0
zact.csv,0.0,0.04,0.0,0.08,0.08,0.0,0.04,0.0,0.08,0.08,0.0,0.04,0.0,0.08,0.08
zscreen.csv,1.0,0.75,0.835,0.62,0.62,0.75,0.75,0.775,0.62,0.62,0.75,0.75,0.775,0.62,0.62
sarasvati.csv,0.0,0.095,0.0,0.06,0.0,0.0,0.095,0.0,0.06,0.0,0.10500000000000001,0.095,0.0,0.06,0.0
flylegacy.csv,1.0,0.845,0.8,0.75,0.75,0.75,0.845,0.815,0.75,0.75,0.75,0.845,0.815,0.75,0.75
nullc.csv,1.0,1.0,0.83,0.83,0.83,1.0,1.0,0.915,0.83,0.83,1.0,1.0,0.83,0.83,0.83
dvt.csv,0.46499999999999997,0.345,0.43,0.29,0.0,0.33,0.345,0.365,0.29,0.0,0.29,0.345,0.5,0.29,0.0
retromenu.csv,0.41500000000000004,0.5,0.5,0.33,0.0,0.45,0.5,0.5,0.33,0.0,0.5,0.5,0.5,0.33,0.0
jatlas.csv,0.125,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0
liferea.csv,0.165,0.225,0.0,0.2,0.0,0.33,0.225,0.0,0.2,0.0,0.25,0.225,0.0,0.2,0.0
array4j.csv,0.1,0.185,0.1,0.22,0.0,0.5,0.185,0.1,0.22,0.0,0.17,0.185,0.1,0.22,0.0
go.csv,0.0,0.765,0.75,0.63,0.0,0.725,0.765,0.875,0.63,0.0,0.725,0.765,0.8049999999999999,0.63,0.0
zealos.csv,0.0,0.46499999999999997,0.365,0.3,0.0,0.355,0.46499999999999997,0.46499999999999997,0.3,0.0,0.355,0.46499999999999997,0.345,0.3,0.0
ns-3.csv,0.875,0.75,0.69,0.67,0.66,0.81,0.75,0.72,0.67,0.66,0.73,0.75,0.685,0.67,0.66
nug.csv,0.0,0.29000000000000004,0.5,0.33,0.0,0.33,0.29000000000000004,0.5,0.33,0.0,0.25,0.29000000000000004,0.41500000000000004,0.33,0.0
critterding.csv,0.41500000000000004,0.5,0.5,0.43,0.0,0.5349999999999999,0.5,0.5,0.43,0.0,0.5349999999999999,0.5,0.5,0.43,0.0
optalgtoolkit.csv,0.585,0.45,0.0,0.4,0.0,0.125,0.45,0.0,0.4,0.0,0.29000000000000004,0.45,0.0,0.4,0.0
kwave.csv,0.25,0.185,0.125,0.25,0.0,0.5,0.185,0.125,0.25,0.0,0.0,0.185,0.125,0.25,0.0
superwaba.csv,1.0,0.47,0.53,0.36,0.0,0.565,0.47,0.56,0.36,0.0,0.565,0.47,0.53,0.36,0.0
ltp.csv,0.0,0.64,0.73,0.7,0.0,0.695,0.64,0.73,0.7,0.0,0.695,0.64,0.73,0.7,0.0
pdfedit.csv,0.6,0.6,0.71,0.5,0.0,0.75,0.6,0.71,0.5,0.0,0.5,0.6,0.71,0.5,0.0
blogentis.csv,0.17,0.27,0.29000000000000004,0.235,0.0,0.295,0.27,0.185,0.235,0.0,0.355,0.27,0.225,0.235,0.0
mclient-mume.csv,0.0,0.55,1.0,0.5,0.5,0.0,0.55,1.0,0.5,0.5,0.55,0.55,1.0,0.5,0.5
firebird.csv,0.675,0.555,0.605,0.52,0.52,0.64,0.555,0.605,0.52,0.52,0.74,0.555,0.645,0.52,0.52
