,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,393.0,155.0,235.5,1387.0,99.0,196.5,316.5
brlcad.csv,594.0,84.5,602.5,0.0,99.0,196.0,0.0
ftm.csv,297.0,245.5,427.5,343.5,99.0,97.5,179.0
google-web-toolkit.csv,99.0,84.5,135.0,99.0,99.0,295.0,276.5
jcache.csv,495.0,197.5,1325.5,99.0,99.0,178.0,183.0
mimosa.csv,594.0,198.0,1578.0,99.0,99.0,295.0,90.5
ogre.csv,198.0,99.0,1296.5,99.0,99.0,292.0,277.5
