,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.32,0.37,0.35,0.28,0.33,0.0,0.59,0.95,0.42,0.44,0.16,0.18,0.43,0.45
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etherboot.csv,0.43,0.6,0.19,0.12,0.0,0.39,0.31,0.47,0.48,0.17,0.49,0.23,0.36,0.26
freebios.csv,0.55,0.18,0.52,0.5,0.52,0.46,0.0,0.76,0.35,0.44,0.49,0.55,0.61,0.19
gebr.csv,0.87,0.9,0.65,0.62,0.72,0.9,0.92,0.03,0.79,0.73,0.68,0.67,0.91,0.65
gnukeda.csv,0.63,0.57,0.73,0.0,0.57,0.5,0.71,0.37,0.77,0.73,0.54,0.67,0.69,0.74
google-gears.csv,0.63,0.31,0.3,0.53,0.64,0.55,0.82,0.5,0.92,0.64,0.0,0.69,0.4,0.74
gstreamer.csv,0.44,0.4,0.48,0.25,0.39,0.57,0.37,0.05,0.47,0.53,0.27,0.0,0.43,0.58
jnode.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0
metacosm.csv,0.25,0.18,0.34,0.12,0.25,0.61,0.31,0.18,0.56,0.39,0.08,0.22,0.35,0.0
openmeetings.csv,0.03,0.01,0.13,0.0,0.0,0.06,0.0,0.0,0.16,0.16,0.0,0.01,0.22,0.03
pgui.csv,0.24,0.25,0.22,0.12,0.38,0.26,0.1,0.66,0.01,0.32,0.32,0.21,0.22,0.19
tradelink.csv,0.12,0.05,0.09,0.09,0.1,1.0,0.2,0.05,0.86,0.01,0.11,0.93,0.2,0.06
wxcrp.csv,0.0,0.54,0.7,0.12,0.08,0.52,0.04,0.05,0.63,0.26,0.22,0.56,0.72,0.58
