,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.42,0.82,0.56,0.46,0.41,0.95,0.57,0.98,0.66,0.68,0.35,0.43,0.67,0.59
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
etherboot.csv,0.61,0.59,0.0,0.33,0.95,0.32,0.18,0.53,0.66,0.26,0.64,0.45,0.67,0.07
freebios.csv,0.55,0.82,0.62,0.44,0.59,0.57,0.98,0.55,0.53,0.63,0.46,0.63,1.0,0.37
gebr.csv,0.84,0.95,0.75,0.74,0.82,1.0,0.65,0.98,0.98,0.74,0.83,0.87,1.0,0.89
gnukeda.csv,0.61,0.91,0.75,0.95,0.68,0.78,0.78,0.68,0.81,0.74,0.74,0.78,1.0,0.93
google-gears.csv,0.81,0.68,0.5,0.79,0.64,0.65,0.63,0.76,0.89,0.79,1.0,0.85,0.33,0.85
gstreamer.csv,0.71,0.82,0.5,0.46,0.45,0.84,0.31,0.45,0.7,0.42,0.44,0.96,0.67,0.7
jnode.csv,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
metacosm.csv,0.52,0.73,0.56,0.31,0.27,0.84,0.18,0.27,0.72,0.32,0.38,0.48,1.0,0.96
openmeetings.csv,0.06,0.95,0.31,0.13,0.0,0.24,0.06,0.04,0.11,0.21,0.07,0.07,0.0,0.33
pgui.csv,0.61,0.68,0.38,0.38,0.45,0.32,0.24,0.54,0.91,0.47,0.41,0.32,0.67,0.33
tradelink.csv,0.19,0.05,0.06,0.13,0.18,1.0,0.31,0.04,0.87,0.95,0.13,0.94,0.0,0.07
wxcrp.csv,0.87,0.64,1.0,0.1,0.14,0.57,0.04,0.3,0.57,0.42,0.27,0.33,1.0,0.59
