,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.38,0.4,0.11,0.55,0.35,0.97,0.52,0.83,0.48,0.39,0.5,0.55,0.08,0.56
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
etherboot.csv,0.46,0.23,0.0,0.46,0.98,0.3,0.24,0.62,0.45,0.27,0.71,0.56,0.09,0.11
freebios.csv,0.38,0.56,0.09,0.47,0.39,0.44,0.99,0.6,0.43,0.37,0.57,0.62,0.08,0.47
gebr.csv,0.43,0.26,0.08,0.66,0.43,0.51,0.5,0.98,0.49,0.31,0.81,0.74,0.06,0.68
gnukeda.csv,0.39,0.34,0.08,0.97,0.42,0.55,0.62,0.75,0.42,0.31,0.77,0.69,0.07,0.67
google-gears.csv,0.49,0.38,0.11,0.71,0.37,0.46,0.51,0.77,0.42,0.36,1.0,0.72,0.04,0.63
gstreamer.csv,0.51,0.39,0.07,0.55,0.36,0.54,0.36,0.61,0.48,0.24,0.57,0.98,0.08,0.59
jnode.csv,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
metacosm.csv,0.48,0.52,0.11,0.44,0.28,0.53,0.24,0.4,0.46,0.22,0.55,0.59,0.14,0.98
openmeetings.csv,0.11,0.95,0.14,0.23,0.0,0.35,0.12,0.08,0.14,0.23,0.13,0.13,0.0,0.49
pgui.csv,0.56,0.42,0.11,0.52,0.36,0.34,0.36,0.6,0.95,0.34,0.54,0.44,0.14,0.43
tradelink.csv,0.26,0.07,0.04,0.21,0.25,0.48,0.41,0.08,0.42,0.95,0.22,0.72,0.0,0.13
wxcrp.csv,0.93,0.26,0.1,0.17,0.2,0.42,0.08,0.45,0.36,0.34,0.41,0.38,0.07,0.52
