,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.91,0.41,0.35,0.65,0.97,0.83,0.41,0.66,0.58,0.38,0.68,0.48
gwanted.csv,0.5,0.43,0.52,0.74,0.92,0.41,0.59,0.73,0.88,0.0,0.41,0.0
ivatamasks.csv,0.34,0.46,0.35,0.36,0.38,0.67,0.41,0.48,0.87,0.41,0.42,0.43
java-gnome.csv,0.59,0.97,0.97,0.5,0.65,0.86,0.76,0.73,0.43,0.82,0.91,0.49
orc.csv,0.92,0.41,0.62,0.61,0.93,0.39,0.58,0.69,0.89,0.75,0.53,0.88
plato.csv,0.34,0.4,0.3,0.45,0.42,0.53,0.41,0.55,0.8,0.4,0.39,0.37
rodin-b-sharp.csv,0.9,0.73,0.95,0.97,0.92,0.57,0.68,0.62,0.38,0.0,0.86,0.56
tycho.csv,0.69,0.47,0.83,0.58,0.66,0.88,0.63,0.72,0.77,0.56,0.45,0.82
umber.csv,0.5,0.39,0.29,0.4,0.45,0.43,0.4,0.46,0.38,0.44,0.42,0.36
unicase.csv,0.48,0.4,0.35,0.44,0.66,0.47,0.45,0.57,0.38,0.59,0.42,0.48
vienna-add-in.csv,0.44,0.63,0.34,0.53,0.61,0.64,0.7,0.7,0.92,0.51,0.68,0.81
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.42,0.38,0.42,0.38,0.4,0.39,0.39
