,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.82,0.75,1.0,1.0,0.61,0.79,1.0,1.0,0.72,0.85,0.55,1.0
fityk.csv,0.73,0.42,0.98,0.78,0.81,0.94,0.85,0.72,0.5,0.48,0.81,0.71
hatari.csv,0.46,0.73,0.85,0.79,0.79,0.74,0.6,0.89,0.76,0.93,0.58,0.7
lmms.csv,0.56,0.62,0.43,0.52,0.64,0.78,0.72,0.66,0.71,0.58,0.58,0.63
mecat.csv,0.8,0.9,0.67,0.87,0.81,0.99,0.89,1.0,0.84,0.12,1.0,0.92
nullc.csv,0.63,0.36,0.93,0.59,0.86,0.81,0.89,0.86,0.63,0.5,0.92,0.51
oscarmcmaster.csv,0.63,0.42,0.44,0.62,0.74,0.82,0.58,0.93,0.76,0.48,1.04,0.53
superwaba.csv,0.53,0.45,0.41,0.63,0.71,0.79,0.81,0.73,0.84,0.63,1.01,0.65
tycho.csv,0.59,0.58,0.55,0.61,0.65,0.77,0.89,0.36,0.74,0.7,0.95,0.67
vienna-add-in.csv,0.74,0.62,0.85,0.71,0.77,0.51,0.78,0.62,0.86,0.89,1.0,0.64
voms.csv,0.55,0.7,0.81,0.6,0.73,0.77,0.27,0.59,0.63,0.47,0.96,0.61
wsmt.csv,0.97,0.96,0.62,0.89,0.87,0.81,1.0,0.77,1.0,1.03,0.29,0.8
