,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.32,0.2,0.41,0.55,0.0
bdbbasic.csv,0.53,0.57,0.56,0.14,0.0
empyrean.csv,0.21,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.47,0.37,0.2,0.65,0.2
nutz.csv,0.47,0.68,0.17,0.92,0.8
