,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.5,0.22,0.72,0.55,0.48,0.5,0.1,0.7,0.5,0.21
fritzing.csv,0.74,0.82,0.74,0.62,0.87,0.75,0.2,0.35,0.71,0.49
jlinalg.csv,0.82,0.58,0.5,0.76,0.35,1.0,0.8,0.7,0.29,0.83
knowledge.csv,0.78,0.9,0.78,0.88,0.84,0.75,0.2,0.6,0.62,0.68
massiv.csv,0.12,0.24,0.32,0.0,0.0,1.0,0.0,0.6,0.0,0.19
oscarmcmaster.csv,0.4,0.52,0.51,0.5,0.68,0.75,0.1,0.65,0.33,0.49
playerstage.csv,0.52,0.7,0.79,0.74,0.66,0.5,0.1,0.2,0.33,0.64
quarkplusplus.csv,0.72,0.84,0.68,0.48,0.63,0.5,0.1,0.95,0.54,0.34
rtrt-on-gpu.csv,0.36,0.64,0.4,0.53,0.66,0.0,0.6,0.05,0.46,0.36
superwaba.csv,0.48,0.76,0.86,0.66,0.73,0.75,0.1,1.0,0.46,0.55
