,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.67,0.0,0.71,0.0,0.46,0.83,0.86,0.99,0.89,0.0,0.87,0.95,0.94,0.86,0.82,0.0,0.98
codeblocks.csv,0.39,0.41,0.71,0.73,0.47,0.34,0.38,0.49,0.65,0.35,0.39,0.5,0.42,0.67,0.49,0.75,0.6
grisbi.csv,0.42,0.43,0.35,0.32,0.46,0.35,0.31,0.5,0.46,0.36,0.36,0.49,0.44,0.31,0.34,0.44,0.47
libmesh.csv,0.94,0.95,0.95,0.95,0.86,0.92,0.64,0.75,0.96,0.43,0.96,0.89,0.93,0.8,0.86,0.96,0.9
panda3d.csv,0.92,0.59,0.62,0.66,0.93,0.46,0.47,0.98,0.83,0.69,0.55,0.55,0.72,0.39,0.65,0.72,0.92
proftp.csv,0.89,0.64,0.0,0.0,0.82,0.35,0.57,0.95,0.53,0.0,0.91,0.58,0.89,0.82,0.86,0.53,0.95
red5.csv,0.36,0.44,0.36,0.46,0.46,0.42,0.6,0.44,0.6,0.36,0.36,0.47,0.42,0.36,0.38,0.46,0.5
skia.csv,0.39,0.42,0.41,0.48,0.4,0.32,0.33,0.42,0.42,0.83,0.41,0.45,0.89,0.53,0.42,0.4,0.42
soar.csv,0.4,0.41,0.42,0.34,0.44,0.4,0.35,0.48,0.49,0.39,0.36,0.45,0.46,0.77,0.37,0.45,0.5
super-tux.csv,0.47,0.43,0.35,0.47,0.58,0.41,0.48,0.44,0.63,0.35,0.42,0.52,0.42,0.86,0.38,0.45,0.42
t-2.csv,0.62,0.44,0.57,0.89,0.49,0.9,0.37,0.79,0.95,0.36,0.42,0.66,0.47,0.43,0.59,0.67,0.69
tart.csv,0.81,0.78,0.46,0.46,0.45,0.4,0.33,0.73,0.5,0.37,0.61,0.58,0.55,0.33,0.47,0.8,0.58
tcvp.csv,0.67,0.94,0.0,0.5,0.0,0.0,0.0,0.86,0.0,0.71,0.9,0.75,0.0,0.0,0.88,0.75,0.86
tencompetence.csv,0.85,0.93,0.94,0.94,0.94,0.91,0.89,0.69,0.6,0.0,0.83,0.81,0.78,0.48,0.9,0.97,0.7
utgb.csv,0.91,0.5,0.5,0.71,0.68,0.37,0.47,0.98,0.5,0.39,0.45,0.49,0.48,0.53,0.49,0.43,0.65
xbrlapi.csv,0.48,0.86,0.51,0.42,0.54,0.8,0.43,0.93,0.48,0.0,0.67,0.59,0.5,0.33,0.83,0.0,0.99
zemljanka.csv,0.39,0.44,0.38,0.32,0.46,0.42,0.34,0.44,0.45,0.38,0.39,0.5,0.58,0.35,0.38,0.48,0.48
