,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.32,0.44,0.77,0.17
pcgen.csv,0.32,0.67,0.27,0.3
selenium.csv,0.68,0.53,0.58,0.68
tolven.csv,0.45,0.55,0.0,0.74
