,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.92,0.25,0.42,0.99,0.74,0.83,0.74,0.84,0.52,0.75,1.0,0.76,0.86,0.71,0.19,0.64,0.79,0.74,0.8
autat.csv,0.79,0.01,0.11,0.32,0.26,0.38,0.47,0.45,0.03,0.62,0.11,0.31,0.23,0.05,0.03,0.21,0.28,0.29,0.28
brlcad.csv,0.95,0.74,0.4,0.05,0.16,0.28,0.32,0.25,0.09,0.5,0.0,0.34,0.37,0.11,0.68,0.2,0.33,0.26,0.15
delphilhlplib.csv,0.95,0.64,0.89,0.41,0.95,0.55,0.53,0.59,0.1,0.56,0.53,0.53,0.43,0.5,0.71,0.36,0.57,0.5,0.45
exordium.csv,0.79,0.28,0.77,0.32,0.79,0.62,0.32,0.59,0.04,0.44,0.39,0.23,0.06,0.32,0.61,0.24,0.25,0.36,0.2
fltk.csv,0.87,0.18,0.36,0.7,0.47,0.66,0.58,0.57,0.1,0.88,0.87,0.53,0.89,0.34,0.1,0.55,0.49,0.62,0.62
google-web-toolkit.csv,0.9,0.12,0.58,0.61,0.63,0.41,0.42,0.49,0.1,0.44,0.68,0.34,0.26,0.5,0.03,0.44,0.51,0.66,0.55
gzigzag.csv,0.95,0.01,0.81,0.3,0.68,0.55,0.32,0.55,0.05,0.62,0.5,0.19,0.37,0.29,0.35,0.33,0.33,0.49,0.25
irrlicht.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,1.0,0.02,1.0
mimosa.csv,0.82,0.94,0.98,0.32,0.63,0.93,0.63,0.51,0.78,1.0,0.84,0.52,0.57,0.82,0.9,0.55,0.87,0.7,0.7
mptvseries.csv,0.72,0.57,0.0,0.47,0.47,0.31,0.74,0.51,0.07,0.12,0.61,0.25,0.66,0.34,0.19,0.21,0.42,0.14,0.42
ogre.csv,0.08,0.38,0.64,0.58,0.47,0.9,0.42,0.61,0.95,0.5,0.66,0.62,0.43,0.92,0.9,0.59,0.78,0.63,0.7
openfrag.csv,0.97,0.84,0.98,0.62,0.89,0.62,0.63,0.96,0.21,0.81,0.84,0.64,0.46,0.66,0.32,0.73,0.64,0.77,0.55
qdvdauthor.csv,0.26,0.3,0.38,0.85,0.53,0.41,0.84,0.41,0.32,0.44,0.76,0.59,1.0,0.32,0.16,0.67,0.64,0.46,0.72
qse.csv,0.67,0.19,0.53,0.9,0.63,0.76,0.74,0.94,0.19,0.5,0.82,0.69,0.77,0.61,0.68,0.39,0.45,0.69,0.5
sauerbraten.csv,0.74,0.93,0.55,0.69,0.89,0.86,0.84,0.75,0.79,0.75,0.84,0.68,1.0,0.92,0.77,0.77,0.85,0.66,0.9
toped.csv,1.0,0.47,0.77,0.87,0.95,0.83,0.79,0.84,0.52,0.81,0.95,0.72,0.97,0.45,0.58,0.71,0.76,0.76,0.8
truevision.csv,0.92,0.02,0.89,0.77,0.74,0.34,0.79,0.59,0.17,0.75,0.45,0.53,0.03,0.71,0.74,0.52,0.6,0.77,0.6
zoolib.csv,0.92,0.28,0.66,0.41,0.84,0.62,0.53,0.67,0.11,0.44,0.45,0.45,0.29,0.39,0.65,0.24,0.52,0.42,0.4
