,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.69,0.15,0.71,0.58,0.32,0.28,0.4,0.93,0.99,0.18,0.48,0.76,0.45,0.45,0.12,0.61,0.79,0.62,0.74
autat.csv,0.65,0.44,0.86,0.62,0.56,0.48,1.0,0.96,0.75,0.43,0.24,0.82,0.89,0.67,0.11,0.88,0.79,0.68,0.73
brlcad.csv,0.62,0.4,0.91,0.7,0.5,0.29,1.0,0.81,0.91,0.26,0.0,0.85,0.59,0.57,0.16,0.81,0.48,0.6,0.55
delphilhlplib.csv,0.64,0.44,0.9,0.79,0.34,0.26,0.71,0.88,0.92,0.21,0.83,0.83,0.94,0.68,0.2,0.86,0.66,0.6,0.75
exordium.csv,0.69,0.46,0.82,0.86,0.56,0.33,0.6,0.88,1.0,0.39,0.75,0.89,1.0,0.86,0.18,0.94,0.71,0.58,0.89
fltk.csv,0.69,0.24,0.79,0.78,0.36,0.25,0.61,0.97,0.92,0.19,0.46,0.81,0.58,0.68,0.2,0.8,0.79,0.63,0.83
google-web-toolkit.csv,0.69,0.15,0.7,0.62,0.4,0.29,0.53,1.0,0.92,0.21,0.41,0.81,1.0,0.56,0.05,0.71,0.89,0.7,0.88
gzigzag.csv,0.71,0.36,0.84,0.89,0.54,0.37,0.67,0.88,0.8,0.26,0.76,0.85,1.0,0.85,0.23,0.88,0.69,0.57,0.67
irrlicht.csv,0.62,0.0,0.75,0.57,0.25,0.24,0.38,0.85,0.0,0.19,0.48,0.83,0.43,0.35,0.09,0.55,0.55,0.5,0.68
mimosa.csv,0.59,0.31,0.74,0.74,0.21,0.25,0.38,0.84,0.99,0.21,0.78,0.78,0.44,0.33,0.1,0.5,0.59,0.57,0.65
mptvseries.csv,0.78,0.29,0.0,0.81,0.5,0.5,0.67,0.96,0.89,0.15,0.52,0.83,0.74,0.68,0.35,0.93,0.8,0.62,0.81
ogre.csv,0.5,0.24,0.72,0.61,0.16,0.25,0.24,0.78,1.0,0.15,0.74,0.73,0.37,0.34,0.09,0.46,0.55,0.57,0.68
openfrag.csv,0.63,0.27,0.76,0.65,0.4,0.25,0.67,0.89,0.92,0.18,0.55,0.83,0.94,0.52,0.1,0.8,0.68,0.63,0.76
qdvdauthor.csv,0.71,0.17,0.61,0.56,0.23,0.23,0.5,0.95,0.95,0.12,0.43,0.77,0.43,0.44,0.07,0.56,0.78,0.61,0.83
qse.csv,0.62,0.32,0.72,0.61,0.33,0.24,0.61,0.89,0.96,0.32,0.45,0.77,0.82,0.47,0.12,0.63,0.57,0.57,0.74
sauerbraten.csv,0.78,0.25,0.67,0.67,0.29,0.27,0.4,0.88,0.98,0.16,0.65,0.81,0.43,0.36,0.12,0.59,0.63,0.57,0.69
toped.csv,0.67,0.21,0.76,0.59,0.3,0.22,0.45,0.98,0.97,0.2,0.46,0.77,0.47,0.41,0.12,0.63,0.74,0.61,0.78
truevision.csv,0.68,0.45,0.72,0.68,0.27,0.37,0.45,0.91,0.95,0.24,0.77,0.83,1.0,0.61,0.13,0.72,0.67,0.62,0.73
zoolib.csv,0.72,0.52,0.78,0.8,0.42,0.25,0.91,0.89,0.93,0.26,0.81,0.85,0.83,0.52,0.2,0.84,0.67,0.62,0.73
