,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.43,0.01,0.16,0.09,0.94,0.52,0.09,0.12,0.16,0.45,0.09,0.03
emulemorph.csv,0.0,0.0,0.0,0.06,0.07,0.0,0.0,0.0,0.8,0.0,0.06,0.0
jaxen.csv,0.05,0.0,0.12,0.5,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.0
jvcl.csv,0.23,0.0,0.86,0.06,0.24,0.21,0.0,0.04,0.0,0.21,0.0,0.0
m-m-m.csv,0.46,0.02,0.2,0.25,0.38,1.0,0.05,0.12,0.1,0.42,0.51,0.02
motu.csv,0.0,0.4,0.18,0.0,0.21,0.27,0.0,0.24,0.0,1.0,0.0,0.0
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.38,0.05,0.0,0.95,0.0,0.0,0.17,0.0,0.14,0.07,0.22,0.0
wgs-assembler.csv,0.99,0.08,0.24,0.24,0.28,0.41,0.06,0.19,0.05,0.2,0.16,0.09
zabbix.csv,0.46,0.04,0.19,0.13,0.37,0.75,0.04,0.2,0.12,0.38,1.0,0.0
