,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.62,0.25,0.38,0.09,0.92,0.37,1.0,0.6,1.0,0.77,0.05,1.0
emulemorph.csv,0.0,0.0,0.0,0.18,0.04,0.0,0.0,0.0,0.67,0.0,0.03,0.0
jaxen.csv,0.03,0.0,0.12,0.36,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.0
jvcl.csv,0.15,0.0,0.75,0.18,0.33,0.12,0.0,0.2,0.0,0.31,0.0,0.0
m-m-m.csv,0.59,1.0,0.94,1.0,0.75,1.0,1.0,1.0,0.67,0.85,0.85,1.0
motu.csv,0.0,0.25,0.88,0.0,0.17,0.16,0.0,0.4,0.0,1.0,0.0,0.0
nh3d.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.36,0.25,0.0,0.91,0.0,0.0,1.0,0.0,0.17,0.08,0.12,0.0
wgs-assembler.csv,0.97,0.75,0.38,0.64,0.29,0.27,1.0,0.8,0.17,0.31,0.14,1.0
zabbix.csv,0.77,1.0,1.0,0.91,0.75,0.67,1.0,1.0,1.0,0.92,1.0,0.0
