,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.43,0.83,0.54,0.92,0.7,0.55,0.86,0.7,0.53,0.58,0.75,0.38
emulemorph.csv,0.0,0.5,0.8,0.96,0.75,0.0,0.8,0.0,0.75,0.9,0.5,0.0
jaxen.csv,0.0,0.0,0.94,0.8,0.0,0.0,0.0,0.8,0.0,0.67,0.0,0.0
jvcl.csv,0.93,0.0,0.92,0.92,0.63,0.83,0.48,0.78,0.5,0.8,0.0,0.67
m-m-m.csv,0.44,0.51,0.36,0.55,0.39,0.63,0.42,0.43,0.51,0.38,0.36,0.31
motu.csv,0.0,0.0,0.35,0.83,0.93,0.88,0.67,0.92,0.0,0.77,0.0,0.67
nh3d.csv,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.71,0.97,0.67,0.9,0.67,0.0,0.91,0.0,0.88,0.94,0.89,0.0
wgs-assembler.csv,0.63,0.99,0.71,0.7,0.77,0.76,0.47,0.55,0.62,0.63,0.64,0.95
zabbix.csv,0.32,0.49,0.3,0.45,0.43,0.57,0.44,0.39,0.43,0.4,0.68,0.32
