,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,7.0,129.0,3.0,11.0,0.0,0.0,20.0,36.0,1.0,9.0,1.0,58.0
emulemorph.csv,108.0,355.0,158.0,21.0,3.0,60.0,61.0,86.0,0.0,58.0,0.0,103.0
jaxen.csv,0.0,355.0,2.0,0.0,92.0,60.0,61.0,0.0,109.0,2.0,161.0,103.0
jvcl.csv,1.0,355.0,0.0,10.0,7.0,0.0,61.0,39.0,109.0,11.0,161.0,103.0
m-m-m.csv,2.0,0.0,10.0,5.0,6.0,0.0,37.0,64.0,1.0,7.0,0.0,78.0
motu.csv,108.0,0.0,9.0,169.0,1.0,0.0,61.0,10.0,109.0,0.0,161.0,103.0
nh3d.csv,108.0,0.0,158.0,169.0,92.0,60.0,61.0,86.0,109.0,58.0,161.0,103.0
sarasvati.csv,5.0,31.0,158.0,0.0,92.0,60.0,10.0,86.0,1.0,8.0,0.0,103.0
wgs-assembler.csv,0.0,0.0,12.0,13.0,6.0,0.0,33.0,27.0,5.0,13.0,2.0,19.0
zabbix.csv,5.0,0.0,6.0,21.0,14.0,0.0,51.0,29.0,3.0,9.0,0.0,103.0
