,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.49,0.37,0.63,0.59,1.0
bdbbasic.csv,0.83,0.64,0.8,0.35,0.99
empyrean.csv,0.38,1.0,1.0,1.0,1.0
gnome-jabber.csv,0.68,0.6,0.65,0.67,0.43
nutz.csv,0.72,0.87,0.37,1.01,0.81
