,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.61,0.5,0.96,0.47,0.62,0.52,0.63,0.38,0.3,0.66,0.48,0.56,0.59,0.65
exordium.csv,0.25,0.06,0.24,0.18,0.96,0.24,0.43,0.3,0.34,0.56,0.07,0.34,0.3,0.32
google-caja.csv,0.69,0.56,0.65,0.64,0.69,0.54,0.65,1.0,0.64,0.66,0.49,0.69,0.68,0.63
hydrogen.csv,0.38,0.0,0.37,0.39,0.25,0.31,1.0,0.21,0.42,0.5,0.26,0.37,0.28,0.31
kmess.csv,0.75,0.45,0.54,0.48,0.77,0.54,0.76,0.44,0.38,0.65,0.58,0.62,1.0,0.6
kvs.csv,0.21,0.0,0.19,1.0,0.25,0.16,0.23,0.27,0.16,0.24,0.13,0.23,0.23,0.13
megameknet.csv,0.55,0.13,0.41,0.23,0.5,0.57,0.59,0.37,0.47,0.92,0.54,0.43,0.53,0.52
ns-3-dev-def-routing.csv,0.35,0.13,0.29,0.18,0.52,0.45,0.59,0.12,0.24,0.15,0.1,0.99,0.31,0.41
open-ms.csv,0.3,0.24,0.47,0.41,0.19,0.56,0.34,0.4,0.39,0.4,0.5,0.36,0.45,0.9
openmsx.csv,0.55,0.65,0.41,0.38,0.5,0.36,0.6,0.49,0.5,0.39,0.93,0.43,0.33,0.52
rezilla.csv,0.53,0.91,0.64,0.43,0.47,0.48,0.68,0.65,0.51,0.4,0.5,0.54,0.54,0.59
sauerbraten.csv,0.96,0.25,0.31,0.12,0.37,0.28,0.49,0.16,0.25,0.5,0.1,0.37,0.36,0.42
webdriver.csv,0.78,0.06,0.31,0.5,0.57,1.0,0.6,0.23,0.41,0.59,0.17,0.53,0.47,0.48
yafdotnet.csv,0.53,0.51,0.59,0.42,0.63,0.62,0.74,0.68,0.96,0.69,0.49,0.4,0.56,0.51
