,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.68,0.41,0.99,0.21,0.3,0.58,0.23,0.93,0.68,0.3,0.39,0.44,0.7,0.26
exordium.csv,0.8,0.5,0.76,0.5,1.0,0.69,0.86,0.91,0.7,0.6,0.5,0.69,0.89,0.35
google-caja.csv,0.7,0.45,0.58,0.26,0.33,0.48,0.17,1.0,0.47,0.3,0.38,0.48,0.71,0.24
hydrogen.csv,0.87,0.0,0.6,0.28,0.4,0.55,1.0,0.88,0.66,0.42,0.41,0.58,0.73,0.29
kmess.csv,0.73,0.36,0.54,0.28,0.4,0.59,0.22,0.84,0.67,0.54,0.43,0.45,0.99,0.22
kvs.csv,0.54,0.0,0.59,1.0,0.57,0.46,0.33,0.86,0.6,0.33,0.3,0.36,0.75,0.24
megameknet.csv,0.68,0.33,0.59,0.17,0.35,0.46,0.27,0.93,0.62,0.98,0.44,0.37,0.64,0.34
ns-3-dev-def-routing.csv,0.71,0.33,0.67,0.17,0.56,0.82,0.27,0.89,0.54,0.26,0.25,1.0,0.71,0.31
open-ms.csv,0.67,0.19,0.53,0.17,0.27,0.48,0.1,0.76,0.38,0.15,0.38,0.38,0.56,0.99
openmsx.csv,0.62,0.42,0.55,0.2,0.33,0.44,0.17,0.73,0.38,0.2,1.0,0.36,0.77,0.21
rezilla.csv,0.62,1.0,0.55,0.17,0.23,0.44,0.19,0.8,0.4,0.17,0.4,0.38,0.62,0.22
sauerbraten.csv,1.0,0.67,0.68,0.25,0.5,0.65,0.44,1.0,0.74,0.53,0.38,0.49,0.85,0.36
webdriver.csv,0.77,0.33,0.75,0.41,0.48,0.98,0.39,0.94,0.64,0.43,0.45,0.53,0.83,0.36
yafdotnet.csv,0.64,0.33,0.57,0.21,0.32,0.52,0.2,0.85,1.0,0.35,0.4,0.38,0.66,0.21
