,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.62,0.62,0.05,0.7,0.64,0.59,0.51,0.67,0.74,0.57,0.73,0.64,0.59,0.59
exordium.csv,0.8,0.95,0.8,0.85,0.05,0.8,0.63,0.75,0.71,0.5,0.94,0.71,0.74,0.73
google-caja.csv,0.67,0.56,0.57,0.73,0.61,0.79,0.63,0.0,0.66,0.56,0.76,0.62,0.57,0.7
hydrogen.csv,0.67,1.0,0.7,0.69,0.8,0.76,0.0,0.82,0.65,0.57,0.81,0.7,0.78,0.75
kmess.csv,0.52,0.68,0.63,0.63,0.46,0.57,0.52,0.64,0.68,0.42,0.67,0.62,0.02,0.69
kvs.csv,0.86,1.0,0.84,0.0,0.79,0.88,0.81,0.78,0.88,0.81,0.91,0.84,0.81,0.89
megameknet.csv,0.62,0.9,0.68,0.84,0.61,0.74,0.5,0.68,0.61,0.1,0.66,0.75,0.68,0.57
ns-3-dev-def-routing.csv,0.72,0.9,0.76,0.87,0.54,0.6,0.5,0.9,0.81,0.89,0.94,0.01,0.75,0.66
open-ms.csv,0.77,0.9,0.67,0.8,0.85,0.67,0.83,0.72,0.76,0.9,0.78,0.76,0.83,0.12
openmsx.csv,0.71,0.55,0.7,0.75,0.62,0.91,0.61,0.74,0.78,0.9,0.08,0.75,0.72,0.8
rezilla.csv,0.79,0.11,0.64,0.89,0.75,0.84,0.57,0.59,0.81,0.92,0.72,0.74,0.76,0.7
sauerbraten.csv,0.05,0.79,0.74,0.9,0.69,0.76,0.57,0.87,0.79,0.56,0.93,0.71,0.69,0.65
webdriver.csv,0.44,0.95,0.74,0.58,0.51,0.02,0.46,0.81,0.66,0.5,0.87,0.57,0.6,0.6
yafdotnet.csv,0.8,0.82,0.59,0.87,0.59,0.62,0.56,0.46,0.05,0.48,0.83,0.88,0.79,0.82
