,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.21,0.21,0.43,0.45,0.62,0.5,0.99,0.44,0.7,0.89,0.33,0.84,0.82,0.65,1.0
bscwweasel.csv,0.01,0.07,0.3,0.9,0.24,0.33,0.03,0.04,0.09,0.14,0.0,0.03,0.18,0.05,0.0
capcode.csv,0.01,0.36,0.16,0.35,0.1,0.92,0.41,0.15,0.35,0.31,0.33,0.45,0.24,0.08,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.04,0.64,0.25,0.55,0.81,0.17,0.65,0.29,0.35,0.5,1.0,0.97,0.35,0.33,0.8
fluent-nhibernate.csv,0.02,0.0,0.02,0.15,0.1,0.0,0.24,0.33,0.22,0.11,0.33,0.03,0.94,0.11,0.0
lamp.csv,0.01,0.93,0.23,0.15,0.52,0.33,0.13,0.05,0.35,0.36,0.33,0.06,0.35,0.06,0.8
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.4
nodal.csv,0.03,0.57,0.32,0.3,0.48,0.33,0.24,0.15,1.0,0.47,0.67,0.16,0.35,0.09,0.8
pydev.csv,0.6,0.29,0.41,0.65,0.9,0.58,0.11,0.6,0.3,0.92,1.0,0.16,0.35,0.35,0.8
retromenu.csv,0.14,0.29,0.41,0.2,1.0,0.33,0.13,0.16,0.26,0.44,0.67,0.06,0.47,0.07,0.8
smbopensoft.csv,0.95,0.5,0.48,0.3,0.67,0.25,0.31,0.33,0.22,0.25,0.33,0.23,0.35,0.11,1.0
stuproa-cims.csv,0.97,0.43,0.66,0.6,0.95,0.67,0.48,0.95,0.65,0.83,1.0,0.39,0.88,0.72,1.0
thout.csv,0.04,0.43,0.84,0.4,0.62,0.58,0.57,0.62,0.7,0.56,0.67,0.65,0.59,0.45,0.8
uface.csv,0.98,1.0,0.98,0.85,0.95,0.83,0.94,0.82,0.7,0.83,1.0,0.84,0.94,1.0,0.2
