,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.25,0.25,0.47,0.44,0.62,0.46,0.99,0.45,0.61,0.72,0.33,0.62,0.66,0.57,0.77
bscwweasel.csv,0.01,0.09,0.35,0.92,0.28,0.37,0.04,0.05,0.11,0.17,0.0,0.04,0.21,0.06,0.0
capcode.csv,0.01,0.4,0.19,0.39,0.12,0.93,0.44,0.18,0.36,0.35,0.37,0.48,0.28,0.1,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.05,0.45,0.29,0.56,0.72,0.2,0.54,0.33,0.38,0.53,0.94,0.98,0.4,0.36,0.76
fluent-nhibernate.csv,0.02,0.0,0.02,0.18,0.12,0.0,0.28,0.37,0.25,0.13,0.38,0.04,0.95,0.13,0.0
lamp.csv,0.01,0.94,0.27,0.18,0.56,0.37,0.16,0.06,0.4,0.41,0.37,0.07,0.4,0.07,0.76
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,0.44
nodal.csv,0.04,0.58,0.37,0.34,0.51,0.37,0.28,0.18,1.0,0.51,0.69,0.19,0.4,0.11,0.75
pydev.csv,0.62,0.33,0.45,0.6,0.8,0.49,0.13,0.56,0.34,0.93,0.82,0.19,0.39,0.34,0.65
retromenu.csv,0.17,0.33,0.46,0.24,1.0,0.37,0.16,0.19,0.3,0.48,0.7,0.07,0.52,0.09,0.72
smbopensoft.csv,0.96,0.53,0.52,0.35,0.64,0.29,0.35,0.37,0.26,0.29,0.37,0.27,0.4,0.13,0.89
stuproa-cims.csv,0.05,0.48,0.43,0.61,0.48,0.62,0.49,0.96,0.54,0.69,0.62,0.42,0.73,0.71,0.6
thout.csv,0.05,0.44,0.87,0.41,0.53,0.52,0.54,0.57,0.65,0.54,0.52,0.54,0.58,0.36,0.76
uface.csv,0.13,0.09,0.4,0.74,0.48,0.44,0.35,0.56,0.49,0.5,0.56,0.69,0.54,1.0,0.22
