,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.1,0.24,0.29,0.61,0.38,0.65,0.0,0.53,0.59,0.59,0.67,0.7,0.63,0.61,0.6
bscwweasel.csv,0.01,0.02,0.06,0.0,0.04,0.2,0.03,0.03,0.0,0.03,0.07,0.0,0.05,0.02,0.08
capcode.csv,0.04,0.3,0.21,0.2,0.04,0.0,0.36,0.31,0.56,0.35,0.18,0.35,0.27,0.54,0.23
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emite.csv,0.02,0.79,0.15,0.39,0.51,0.34,0.67,0.3,0.38,0.33,0.23,0.0,0.12,0.43,0.38
fluent-nhibernate.csv,0.0,0.02,0.02,0.04,0.18,0.03,0.18,0.27,0.43,0.03,0.12,0.02,0.0,0.04,0.0
lamp.csv,0.0,0.01,0.12,0.07,0.16,0.24,0.1,0.01,0.05,0.14,0.23,0.05,0.08,0.02,0.38
mecat.csv,0.0,0.01,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.23
nodal.csv,0.03,0.37,0.13,0.35,0.29,0.34,0.15,0.19,0.0,0.25,0.23,0.1,0.1,0.17,0.4
pydev.csv,0.31,0.2,0.2,0.54,0.44,0.7,0.23,0.56,0.27,0.04,0.53,0.12,0.19,0.7,0.63
retromenu.csv,0.12,0.3,0.16,0.05,0.0,0.27,0.1,0.03,0.27,0.3,0.15,0.05,0.07,0.02,0.48
smbopensoft.csv,0.02,0.29,0.22,0.13,0.44,0.34,0.26,0.31,0.05,0.28,0.32,0.1,0.11,0.17,0.37
stuproa-cims.csv,0.99,0.12,0.82,0.37,0.84,0.52,0.46,0.01,0.68,0.59,0.75,0.4,0.56,0.31,0.77
thout.csv,0.01,0.52,0.0,0.53,0.67,0.63,0.56,0.57,0.49,0.52,0.72,0.68,0.44,0.8,0.38
uface.csv,0.97,0.98,0.88,0.52,0.84,0.85,0.9,0.75,0.78,0.81,0.8,0.6,0.8,0.0,0.65
