,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.79,0.82,0.64,0.82,0.54,0.82,0.01,0.77,0.66,0.6,0.94,0.72,0.65,0.71,0.6
bscwweasel.csv,0.99,0.93,0.71,0.1,0.76,0.7,0.97,0.96,0.91,0.86,1.0,0.97,0.83,0.95,1.0
capcode.csv,0.99,0.71,0.87,0.68,0.91,0.08,0.69,0.91,0.86,0.78,0.69,0.65,0.81,1.06,1.03
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.0
emite.csv,0.96,0.87,0.76,0.6,0.55,0.9,0.75,0.77,0.76,0.6,0.23,0.03,0.66,0.79,0.43
fluent-nhibernate.csv,0.98,1.0,0.98,0.85,0.92,1.0,0.78,0.72,0.89,0.89,0.68,0.97,0.06,0.89,1.0
lamp.csv,0.99,0.07,0.78,0.85,0.5,0.71,0.88,0.95,0.65,0.66,0.71,0.94,0.65,0.94,0.43
mecat.csv,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,0.94,0.0,1.0,1.0,1.0,0.64
nodal.csv,0.97,0.57,0.69,0.78,0.6,0.75,0.78,0.87,0.0,0.58,0.41,0.84,0.66,0.92,0.45
pydev.csv,0.51,0.74,0.62,0.65,0.45,0.82,0.92,0.69,0.75,0.09,0.53,0.85,0.67,0.96,0.67
retromenu.csv,0.87,0.78,0.61,0.8,0.0,0.72,0.88,0.84,0.79,0.63,0.37,0.94,0.53,0.93,0.52
smbopensoft.csv,0.05,0.58,0.57,0.71,0.56,0.82,0.73,0.74,0.78,0.8,0.74,0.78,0.66,0.9,0.37
stuproa-cims.csv,0.99,0.58,0.88,0.55,0.85,0.62,0.7,0.05,0.77,0.62,0.75,0.73,0.57,0.42,0.77
thout.csv,0.96,0.77,0.16,0.8,0.77,0.76,0.71,0.68,0.58,0.69,0.79,0.76,0.6,0.97,0.43
uface.csv,0.97,0.98,0.88,0.54,0.85,0.86,0.9,0.77,0.84,0.83,0.8,0.62,0.8,0.0,1.03
