,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,5.0,23.0,1.0,33.0,9.0,0.0,0.0,1.0,3.0,1.0,38.0,1.0,26.0,12.0,8.0
bscwweasel.csv,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,62.0,0.0,1.0,0.0,56.0
capcode.csv,4.0,12.0,2.0,18.0,2.0,0.0,2.0,5.0,8.0,2.0,5.0,3.0,24.0,0.0,56.0
cme.csv,199.0,142.0,190.0,161.0,65.0,82.0,147.0,204.0,0.0,104.0,62.0,70.0,183.0,161.0,0.0
emite.csv,1.0,12.0,1.0,24.0,3.0,6.0,2.0,6.0,1.0,6.0,2.0,0.0,5.0,4.0,15.0
fluent-nhibernate.csv,0.0,142.0,3.0,0.0,7.0,82.0,0.0,11.0,9.0,1.0,3.0,0.0,0.0,0.0,56.0
lamp.csv,0.0,0.0,11.0,9.0,4.0,2.0,0.0,1.0,1.0,4.0,12.0,0.0,10.0,0.0,6.0
mecat.csv,199.0,142.0,190.0,161.0,65.0,10.0,147.0,204.0,85.0,0.0,0.0,70.0,183.0,161.0,11.0
nodal.csv,1.0,17.0,0.0,11.0,9.0,7.0,0.0,0.0,0.0,0.0,8.0,1.0,12.0,0.0,7.0
pydev.csv,0.0,5.0,0.0,32.0,5.0,15.0,0.0,4.0,0.0,0.0,14.0,1.0,23.0,0.0,18.0
retromenu.csv,3.0,24.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,7.0,3.0,0.0,4.0,0.0,11.0
smbopensoft.csv,0.0,18.0,1.0,1.0,6.0,16.0,0.0,5.0,0.0,10.0,11.0,3.0,1.0,7.0,3.0
stuproa-cims.csv,1.0,8.0,9.0,11.0,8.0,0.0,1.0,0.0,3.0,2.0,17.0,2.0,39.0,0.0,17.0
thout.csv,0.0,5.0,0.0,32.0,11.0,13.0,1.0,6.0,7.0,1.0,20.0,3.0,20.0,0.0,5.0
uface.csv,1.0,13.0,1.0,10.0,7.0,16.0,1.0,0.0,1.0,2.0,17.0,0.0,50.0,0.0,15.0
