,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.68,0.09,0.31,0.09,0.43,0.12,1.0,0.23,0.3,0.44,0.02,0.48,0.12,0.68,0.14
bscwweasel.csv,0.5,0.25,0.59,1.0,0.71,0.22,0.75,0.29,1.0,0.71,0.0,1.0,0.25,0.83,0.0
capcode.csv,0.2,0.11,0.18,0.2,0.5,1.0,0.76,0.15,0.19,0.31,0.08,0.5,0.08,0.24,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.67,0.08,0.33,0.16,0.42,0.08,0.73,0.26,0.25,0.44,0.18,1.0,0.23,0.61,0.17
fluent-nhibernate.csv,1.0,0.0,0.25,0.38,0.2,0.0,0.79,0.31,0.16,0.67,0.12,0.5,1.0,0.86,0.0
lamp.csv,1.0,0.93,0.37,0.23,0.61,0.19,0.78,0.75,0.73,0.57,0.07,0.5,0.32,0.86,0.17
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.67,1.0,0.0,0.0,0.0,0.14
nodal.csv,0.5,0.14,0.42,0.11,0.43,0.14,0.81,0.22,1.0,0.5,0.12,0.56,0.26,0.53,0.16
pydev.csv,0.65,0.13,0.38,0.14,0.49,0.12,0.57,0.28,0.29,0.92,0.09,0.5,0.16,0.5,0.11
retromenu.csv,0.54,0.09,0.44,0.36,1.0,0.17,0.78,0.69,0.26,0.43,0.18,0.5,0.4,0.89,0.14
smbopensoft.csv,0.98,0.16,0.4,0.24,0.41,0.11,0.77,0.28,0.62,0.32,0.05,0.64,0.25,0.57,0.21
stuproa-cims.csv,0.48,0.27,0.19,0.18,0.34,0.18,0.74,0.98,0.26,0.42,0.06,0.43,0.14,0.82,0.11
thout.csv,0.8,0.08,1.0,0.1,0.3,0.13,0.74,0.29,0.34,0.36,0.04,0.43,0.12,0.53,0.17
uface.csv,0.49,0.1,0.25,0.19,0.34,0.14,0.75,0.28,0.25,0.35,0.06,0.52,0.11,1.0,0.03
