,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.97,0.82,0.66,0.54,0.47,0.48,0.46,0.5,0.4,0.42,0.46,0.41,0.5,0.52,0.39
bscwweasel.csv,0.5,0.75,0.86,0.94,0.86,0.61,0.75,0.86,0.5,0.86,0.75,0.0,0.92,0.83,0.75
capcode.csv,0.8,0.86,0.97,0.97,0.75,0.91,0.69,0.94,0.47,0.77,0.92,0.71,0.96,0.97,0.92
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
emite.csv,0.83,0.46,0.91,0.63,0.4,0.65,0.48,0.62,0.53,0.54,0.65,0.57,0.96,0.64,0.62
fluent-nhibernate.csv,0.5,0.5,0.75,0.88,0.9,0.5,0.97,0.84,0.62,0.83,0.88,0.5,0.94,0.93,0.0
lamp.csv,0.0,0.93,0.89,0.92,0.56,0.57,0.94,0.75,0.91,0.7,0.73,0.75,0.95,0.86,0.38
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.5
nodal.csv,0.83,0.59,0.67,0.68,0.52,0.54,0.91,0.94,0.74,0.53,0.75,0.89,0.87,0.95,0.4
pydev.csv,0.44,0.73,0.62,0.62,0.33,0.46,0.95,0.5,0.83,0.58,0.49,0.9,0.97,0.72,0.41
retromenu.csv,0.96,0.63,0.59,0.91,0.52,0.57,0.94,0.92,0.57,0.59,0.82,0.75,0.95,0.89,0.34
smbopensoft.csv,0.44,0.67,0.6,0.88,0.47,0.56,0.66,0.73,0.88,0.71,0.65,0.91,0.96,0.95,0.42
stuproa-cims.csv,0.28,0.95,0.56,0.49,0.34,0.44,0.57,0.77,0.34,0.42,0.35,0.54,0.53,0.43,0.44
thout.csv,0.8,0.66,0.78,0.69,0.44,0.5,0.62,0.57,0.53,0.57,0.44,0.51,0.63,0.63,0.38
uface.csv,0.28,0.39,0.46,0.46,0.34,0.37,0.4,0.35,0.34,0.34,0.33,0.32,0.45,0.38,0.49
