,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.39,0.17,0.39,0.86,0.67,0.69,0.2,0.64,0.88,0.16,1.0,0.69,0.78,0.47
carabiner.csv,0.56,0.77,0.94,0.68,1.0,0.2,0.4,0.98,1.0,0.84,0.56,0.62,0.83,0.75
elvishrayrenderer.csv,0.87,0.0,0.84,0.23,0.47,0.12,1.0,0.03,0.0,0.84,0.08,0.75,0.28,0.0
fleet-simulator.csv,1.0,1.0,1.0,0.77,0.93,0.73,1.0,1.0,0.0,1.0,0.72,0.94,0.89,1.0
gmerlin.csv,0.0,0.8,1.0,0.91,0.93,0.96,0.4,0.36,1.0,0.32,0.98,0.62,0.83,0.97
gnome-jabber.csv,0.64,0.43,0.71,0.61,0.53,0.1,0.2,0.67,0.38,0.68,0.47,0.62,0.61,0.53
ipfilter.csv,0.66,0.51,0.74,0.89,0.73,0.9,1.0,0.59,0.25,0.11,0.99,0.81,0.94,0.62
irplus.csv,0.3,0.14,0.39,0.32,0.13,0.1,0.2,0.47,0.0,0.47,0.18,0.38,0.5,0.25
mevenide.csv,0.04,0.0,0.06,0.05,0.13,0.08,0.0,0.12,0.0,0.0,0.17,0.06,0.17,0.06
moving-pictures.csv,0.16,0.17,0.32,0.48,0.87,0.02,0.4,0.02,0.88,0.53,0.28,0.38,0.39,0.16
opensim4opencog.csv,0.26,0.2,0.32,0.36,0.53,0.33,0.2,0.64,0.0,0.37,0.83,0.38,0.44,0.25
rockbox.csv,0.19,0.26,0.39,0.16,0.13,0.16,0.4,0.55,0.0,0.37,0.17,0.19,0.44,0.28
ta3d.csv,0.05,0.03,0.13,0.18,0.13,0.43,0.0,0.0,0.88,0.0,0.19,0.44,0.06,0.0
xcmetadataservicestoolkit.csv,0.37,0.0,0.19,0.32,0.33,0.55,1.0,0.71,0.12,0.05,0.75,1.0,0.5,0.06
