,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.58,0.74,0.55,0.44,0.68,0.45,0.39,0.62,0.36,0.65,0.0,0.55,0.54,0.72
carabiner.csv,0.71,0.57,0.23,0.62,0.0,0.82,0.64,0.09,0.0,0.43,0.68,0.62,0.46,0.62
elvishrayrenderer.csv,0.39,0.16,0.4,0.52,0.51,0.46,0.0,0.11,0.4,0.35,0.2,0.38,0.71,0.06
fleet-simulator.csv,0.0,0.0,0.0,0.56,0.26,0.58,0.0,0.0,0.97,0.0,0.48,0.24,0.38,0.0
gmerlin.csv,0.0,0.52,0.0,0.33,0.27,0.17,0.53,0.66,0.0,0.61,0.09,0.71,0.48,0.13
gnome-jabber.csv,0.59,0.62,0.63,0.57,0.51,0.11,0.64,0.63,0.63,0.58,0.55,0.48,0.61,0.7
ipfilter.csv,0.66,0.35,0.59,0.35,0.61,0.36,0.0,0.63,0.67,0.92,0.05,0.47,0.24,0.59
irplus.csv,0.59,0.46,0.63,0.65,0.43,0.27,0.4,0.63,0.58,0.58,0.39,0.51,0.59,0.69
mevenide.csv,0.16,0.0,0.13,0.0,0.32,0.21,0.0,0.23,0.09,0.26,0.74,0.2,0.25,0.13
moving-pictures.csv,0.2,0.3,0.7,0.52,0.37,0.22,0.58,0.07,0.21,0.68,0.24,0.53,0.52,0.66
opensim4opencog.csv,0.55,0.6,0.49,0.57,0.58,0.4,0.37,0.62,0.68,0.5,0.51,0.51,0.49,0.65
rockbox.csv,0.34,0.53,0.52,0.37,0.14,0.31,0.44,0.58,0.49,0.46,0.35,0.5,0.54,0.77
ta3d.csv,0.11,0.0,0.13,0.28,0.37,0.35,0.29,0.0,0.25,0.52,0.38,0.66,0.07,0.0
xcmetadataservicestoolkit.csv,0.54,0.06,0.33,0.51,0.78,0.45,0.0,0.57,0.7,0.71,0.48,0.0,0.69,0.0
