,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.58,0.33,0.6,0.86,0.67,0.85,0.68,0.68,0.92,0.42,1.0,0.76,0.79,0.51
carabiner.csv,0.58,0.78,0.95,0.71,1.0,0.27,0.53,0.99,1.0,0.88,0.59,0.68,0.86,0.75
elvishrayrenderer.csv,0.89,0.87,0.91,0.57,0.68,0.6,1.0,0.91,0.65,0.98,0.83,0.94,0.4,0.95
fleet-simulator.csv,1.0,1.0,1.0,0.78,0.95,0.75,1.0,1.0,0.04,1.0,0.83,0.94,0.89,1.0
gmerlin.csv,1.0,0.81,1.0,0.91,0.94,0.96,0.62,0.5,1.0,0.52,0.98,0.63,0.84,0.97
gnome-jabber.csv,0.71,0.56,0.72,0.71,0.71,0.91,0.44,0.69,0.53,0.74,0.65,0.79,0.68,0.57
ipfilter.csv,0.67,0.84,0.76,0.91,0.74,0.9,1.0,0.65,0.43,0.12,0.99,0.85,0.94,0.7
irplus.csv,0.53,0.61,0.53,0.48,0.64,0.78,0.67,0.58,0.48,0.63,0.68,0.64,0.63,0.4
mevenide.csv,0.87,1.0,0.9,1.0,0.74,0.82,1.0,0.82,0.93,0.78,0.32,0.83,0.81,0.9
moving-pictures.csv,0.84,0.76,0.43,0.68,0.92,0.82,0.59,0.94,1.15,0.58,0.84,0.61,0.63,0.4
opensim4opencog.csv,0.54,0.48,0.63,0.57,0.65,0.72,0.7,0.68,0.37,0.64,0.83,0.64,0.69,0.45
rockbox.csv,0.72,0.57,0.63,0.7,0.89,0.74,0.71,0.66,0.57,0.67,0.71,0.57,0.65,0.35
ta3d.csv,0.91,1.0,0.9,0.78,0.69,0.81,0.75,1.0,1.09,0.54,0.68,0.54,0.94,1.0
xcmetadataservicestoolkit.csv,0.6,0.95,0.74,0.61,0.38,0.77,1.0,0.75,0.36,0.33,0.84,1.0,0.55,1.0
