,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.42,0.73,0.0,0.26,0.81,0.63,0.56,0.99
chaperon.csv,0.4,0.43,0.57,0.43,0.58,0.67,0.56,0.98
forester-atv.csv,0.69,1.0,0.25,0.25,0.76,0.57,0.0,0.97
gephex.csv,0.24,0.55,0.02,0.31,0.7,0.75,0.67,0.95
pokenetonline.csv,0.41,0.57,0.06,0.32,0.91,0.67,0.64,0.98
primefaces.csv,0.36,0.56,0.09,0.3,0.71,0.63,0.83,0.95
rcp-company-uibindings.csv,0.41,0.48,0.14,0.45,0.89,0.65,0.64,1.0
yarp0.csv,0.59,0.46,0.11,0.55,0.57,0.64,0.52,0.94
