,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.48,0.91,0.52,0.53,0.53,0.7,0.63,0.96,0.53,0.41,0.49
libtorrent.csv,0.95,0.41,0.96,0.73,0.99,0.74,0.83,0.68,0.93,0.93,0.95
mcmc-jags.csv,0.57,0.64,0.85,0.8,0.74,0.71,0.91,0.46,0.67,0.91,0.84
natpad.csv,0.59,0.59,0.89,0.67,0.75,0.51,0.78,0.93,0.4,0.85,0.77
nebuladevice.csv,0.61,0.18,0.0,0.53,0.03,0.28,0.17,0.21,0.6,0.79,0.0
olap-navigator.csv,0.8,0.36,0.85,0.53,0.59,0.34,0.54,0.5,0.6,0.87,0.28
pidgin.csv,0.48,0.55,0.78,0.33,0.75,0.41,0.65,0.96,0.33,0.86,0.72
salasaga.csv,0.52,0.73,0.52,0.73,0.7,0.45,0.76,0.75,0.2,0.9,0.7
sepgsql.csv,0.54,0.55,0.85,0.33,0.67,0.35,0.52,0.54,0.07,0.79,0.58
xstore.csv,0.52,0.36,1.0,0.47,0.97,0.4,0.67,0.82,0.47,0.94,0.98
xtreemfs.csv,0.79,0.55,0.93,0.67,0.93,0.57,0.89,0.71,0.13,0.88,0.93
