,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.43,0.58,0.89,1.0,0.83,0.0,0.0,0.78,0.5,0.4
flylegacy.csv,0.43,0.61,0.97,0.18,0.69,0.34,0.2,0.8,0.38,0.48
jguard.csv,0.44,0.65,0.79,0.17,0.59,1.0,0.12,0.82,0.3,0.4
m-a-d-n-e-s-s.csv,0.5,0.86,0.88,0.29,0.67,0.36,0.18,0.8,1.0,0.33
mob-sen-plat.csv,0.32,0.97,0.73,0.11,0.48,0.41,0.23,0.7,0.31,0.48
raygina.csv,0.96,0.25,0.73,0.2,0.68,0.24,0.22,0.86,0.31,0.5
st-filteredstatistics.csv,0.41,0.67,0.76,0.15,0.62,0.36,0.19,1.0,0.31,0.4
upp-mirror.csv,0.46,0.57,0.8,0.26,1.0,0.44,0.13,1.0,0.6,0.25
wishmaster.csv,0.25,0.4,0.69,0.1,0.71,0.26,1.0,0.33,0.2,0.0
yarp.csv,0.56,0.67,0.86,0.19,0.57,0.38,0.3,1.0,0.57,1.0
