,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.12,0.76,0.38,0.94,0.08,0.0,0.0,0.18,0.04,0.08
flylegacy.csv,0.72,0.76,1.0,0.81,0.75,0.33,0.71,0.41,0.48,0.48
jguard.csv,0.64,0.33,0.49,0.64,0.36,0.97,0.36,0.59,0.84,0.16
m-a-d-n-e-s-s.csv,0.2,0.18,0.35,0.29,0.22,0.13,0.14,0.21,0.96,0.08
mob-sen-plat.csv,0.52,0.97,0.56,0.36,0.25,0.6,0.43,0.59,0.52,0.56
raygina.csv,0.96,0.06,0.57,0.66,0.42,0.4,0.57,0.46,0.36,0.56
st-filteredstatistics.csv,0.76,0.73,0.75,0.76,0.62,0.7,0.93,1.0,0.64,0.84
upp-mirror.csv,0.48,0.12,0.57,0.49,1.0,0.27,0.29,0.23,0.48,0.24
wishmaster.csv,0.12,0.06,0.14,0.06,0.23,0.2,0.93,0.03,0.04,0.0
yarp.csv,0.2,0.06,0.3,0.13,0.06,0.17,0.21,0.03,0.52,1.0
