,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.09,0.9,0.14,0.0,0.02,0.04,0.1,0.15,0.02,0.08
flylegacy.csv,0.56,0.8,0.09,0.68,0.54,0.34,0.64,0.31,0.33,0.34
jguard.csv,0.47,0.3,0.36,0.55,0.39,0.0,0.59,0.38,0.82,0.16
m-a-d-n-e-s-s.csv,0.12,0.05,0.14,0.13,0.17,0.12,0.15,0.15,0.0,0.11
mob-sen-plat.csv,0.63,0.05,0.59,0.5,0.41,0.46,0.33,0.77,0.48,0.39
raygina.csv,0.02,0.3,0.59,0.48,0.32,0.68,0.46,0.23,0.33,0.37
st-filteredstatistics.csv,0.63,0.6,0.68,0.79,0.61,0.66,0.9,0.0,0.58,0.84
upp-mirror.csv,0.33,0.15,0.41,0.25,0.0,0.18,0.43,0.0,0.13,0.47
wishmaster.csv,0.21,0.15,0.18,0.09,0.15,0.3,0.0,0.15,0.07,0.05
yarp.csv,0.09,0.05,0.14,0.1,0.07,0.14,0.11,0.0,0.17,0.0
