,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.15,0.33,0.43,0.95,0.1,0.0,0.0,0.21,0.05,0.1
flylegacy.csv,0.64,0.49,0.98,0.62,0.67,0.37,0.59,0.45,0.51,0.51
jguard.csv,0.61,0.37,0.51,0.59,0.39,0.98,0.37,0.6,0.48,0.19
m-a-d-n-e-s-s.csv,0.24,0.21,0.4,0.33,0.26,0.16,0.17,0.25,0.97,0.1
mob-sen-plat.csv,0.48,0.97,0.52,0.38,0.28,0.59,0.46,0.45,0.52,0.57
raygina.csv,0.96,0.07,0.53,0.63,0.45,0.38,0.56,0.5,0.4,0.57
st-filteredstatistics.csv,0.63,0.63,0.59,0.5,0.55,0.58,0.35,1.0,0.58,0.45
upp-mirror.csv,0.51,0.14,0.57,0.53,1.0,0.31,0.32,0.27,0.53,0.27
wishmaster.csv,0.14,0.07,0.17,0.07,0.27,0.23,0.94,0.04,0.05,0.0
yarp.csv,0.24,0.07,0.34,0.16,0.07,0.2,0.25,0.04,0.56,1.0
