,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.19,0.66,0.53,0.97,0.14,0.0,0.0,0.29,0.07,0.13
flylegacy.csv,0.54,0.68,0.98,0.29,0.72,0.34,0.32,0.54,0.42,0.48
jguard.csv,0.52,0.44,0.61,0.27,0.45,0.98,0.18,0.69,0.44,0.23
m-a-d-n-e-s-s.csv,0.29,0.3,0.5,0.29,0.33,0.2,0.16,0.33,0.98,0.13
mob-sen-plat.csv,0.4,0.97,0.63,0.17,0.33,0.49,0.3,0.64,0.39,0.52
raygina.csv,0.96,0.1,0.64,0.3,0.52,0.3,0.32,0.6,0.33,0.53
st-filteredstatistics.csv,0.54,0.7,0.75,0.24,0.62,0.48,0.32,1.0,0.42,0.54
upp-mirror.csv,0.47,0.2,0.67,0.34,1.0,0.33,0.18,0.38,0.53,0.24
wishmaster.csv,0.16,0.11,0.24,0.07,0.35,0.23,0.96,0.05,0.07,0.0
yarp.csv,0.29,0.11,0.45,0.15,0.11,0.23,0.25,0.05,0.54,1.0
