,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.86,0.42,0.74,0.98,0.83,0.5,0.83,0.89,0.5,0.8
flylegacy.csv,0.43,0.39,0.38,0.44,0.39,0.62,0.43,0.55,0.66,0.6
jguard.csv,0.5,0.71,0.59,0.48,0.62,0.66,0.46,0.39,0.44,0.9
m-a-d-n-e-s-s.csv,0.9,0.86,0.6,0.94,0.76,0.91,0.82,0.9,0.62,0.83
mob-sen-plat.csv,0.45,0.36,0.52,0.52,0.7,0.5,0.54,0.39,0.48,0.52
raygina.csv,0.56,0.88,0.51,0.54,0.55,0.6,0.61,0.52,0.83,0.64
st-filteredstatistics.csv,0.39,0.39,0.35,0.38,0.42,0.48,0.4,0.33,0.47,0.53
upp-mirror.csv,0.46,0.86,0.4,0.63,0.45,0.61,0.47,0.89,0.75,0.79
wishmaster.csv,0.92,0.8,0.92,0.97,0.86,0.96,0.92,0.67,0.8,0.5
yarp.csv,0.89,0.67,0.73,0.98,0.86,0.92,0.9,0.0,0.78,0.64
