,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.29,0.31,1.0,0.37
hibernate.csv,0.19,0.32,0.23,0.98
lamp.csv,0.92,0.23,0.2,0.17
thout.csv,0.14,0.94,0.43,0.37
