,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.8,0.62,0.43,0.68
hibernate.csv,0.66,0.57,0.88,0.72
lamp.csv,0.92,0.89,0.8,0.97
thout.csv,0.86,0.77,0.84,0.67
