,recall,precision,pf,wins
decidr.csv,0.64,0.5,0.395,9
doomlegacy.csv,0.63,0.49,0.45499999999999996,6
elmo.csv,0.02,0.29000000000000004,0.03,2
enzo.csv,0.895,0.41000000000000003,0.775,1
gpac.csv,0.54,0.585,0.31,15
img-browse-sort.csv,0.14,0.525,0.11,8
ktc.csv,0.365,0.72,0.13,19
neoengine.csv,0.625,0.485,0.45,5
nicepress.csv,0.37,0.55,0.245,11
open-ms.csv,0.29500000000000004,0.405,0.25,3
pcsx2.csv,0.57,0.5,0.365,7
pi-qmc.csv,0.5,0.635,0.265,18
rosegarden.csv,0.4,0.615,0.245,16
salasaga.csv,0.795,0.395,0.88,0
sigil.csv,0.485,0.53,0.31,10
skia.csv,0.3,0.59,0.16499999999999998,14
smarttag.csv,0.325,0.585,0.18,13
sylpheed-claws.csv,0.505,0.575,0.305,12
xemeiah.csv,0.49,0.6,0.215,17
zscreen.csv,0.585,0.51,0.495,4
