,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.54,0.44,0.69,0.64,0.68,0.59,0.03,0.89,0.7,0.65,0.75,0.58,0.57,0.82,0.68,0.62,0.51,0.56,0.64,0.55
doomlegacy.csv,0.55,0.62,0.5,0.58,0.56,0.63,0.57,0.69,0.56,0.7,0.71,0.52,0.62,0.65,0.48,0.0,0.63,0.66,0.61,0.79
elmo.csv,0.97,0.2,1.0,0.96,1.0,1.0,0.96,0.98,1.0,1.0,0.99,0.98,0.98,0.92,0.91,1.0,0.96,0.96,0.99,1.0
enzo.csv,0.9,0.7,0.9,0.8,0.74,0.7,0.75,0.88,0.85,0.72,0.8,0.74,0.72,0.95,0.04,0.94,0.95,0.9,0.78,0.83
gpac.csv,0.49,0.65,0.63,0.76,0.52,0.65,0.64,0.02,0.54,0.56,0.53,0.42,0.58,0.5,0.69,0.62,0.48,0.52,0.71,0.65
img-browse-sort.csv,0.94,0.57,0.91,0.69,0.94,0.97,0.69,0.78,0.59,0.6,0.96,0.92,0.75,0.08,0.99,0.95,0.62,0.95,0.86,0.89
ktc.csv,0.05,0.63,0.57,0.67,0.6,0.67,0.64,0.78,0.75,0.65,0.66,0.59,0.8,0.81,0.83,0.58,0.62,0.73,0.7,0.69
neoengine.csv,0.46,1.0,0.04,0.58,0.49,0.54,0.63,0.96,0.86,0.71,0.67,0.5,0.6,0.65,0.52,0.66,0.96,0.57,0.63,0.6
nicepress.csv,0.51,0.96,0.55,0.91,0.51,0.03,0.76,0.71,0.85,0.92,0.72,0.62,0.74,0.83,0.55,0.62,0.84,0.6,0.69,0.71
open-ms.csv,0.6,0.51,0.86,0.9,0.72,0.76,0.89,0.95,0.88,0.93,0.8,0.79,0.85,0.85,0.9,0.81,0.87,0.63,0.03,0.96
pcsx2.csv,0.49,0.95,0.5,0.54,0.5,0.66,0.57,0.85,0.85,0.56,0.64,0.54,0.02,0.64,0.74,0.75,0.94,0.53,0.62,0.72
pi-qmc.csv,0.37,0.54,0.52,0.62,0.52,0.61,0.59,0.66,0.5,0.75,0.61,0.53,0.59,0.61,0.46,0.61,0.47,0.02,0.65,0.7
rosegarden.csv,0.5,0.65,0.56,0.81,0.02,0.6,0.79,0.72,0.71,0.77,0.61,0.52,0.59,0.8,0.69,0.63,0.51,0.43,0.71,0.84
salasaga.csv,0.9,1.01,0.92,1.02,0.92,0.88,0.92,0.7,0.8,0.77,0.91,1.01,0.98,0.99,0.86,1.0,0.07,0.96,0.92,0.89
sigil.csv,0.59,0.7,0.61,0.53,0.67,0.55,0.62,0.73,0.69,0.65,0.58,0.08,0.58,0.46,0.9,0.85,0.46,0.6,0.6,0.58
skia.csv,0.64,0.81,0.73,0.87,0.64,0.89,0.72,0.58,0.58,0.93,0.77,0.87,0.59,0.78,0.53,0.8,0.46,0.73,0.84,0.09
smarttag.csv,0.71,0.77,0.66,0.8,0.61,0.97,0.73,0.67,0.58,0.0,0.7,0.68,0.56,0.85,0.94,0.88,0.6,0.91,0.72,0.78
sylpheed-claws.csv,0.55,0.71,0.52,0.58,0.69,0.67,0.5,0.66,0.05,0.73,0.46,0.71,0.63,0.78,0.66,0.66,0.58,0.29,0.63,0.61
xemeiah.csv,0.42,0.67,0.47,0.71,0.47,0.47,0.63,0.65,0.72,0.67,0.01,0.64,0.59,0.7,0.69,0.62,0.52,0.51,0.61,0.62
zscreen.csv,0.56,0.55,0.57,0.0,0.66,0.63,0.68,0.79,0.56,0.81,0.66,0.54,0.56,0.62,0.91,0.68,0.8,0.76,0.65,0.68
