,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.68,0.8,0.44,0.67,0.36,0.53,0.98,0.82,0.83,0.64,0.31,0.44,0.59,0.77,0.69,0.46,0.82,0.45,0.64,0.61
doomlegacy.csv,0.76,0.8,0.77,0.63,0.7,0.5,0.48,0.79,0.73,0.36,0.64,0.54,0.77,0.62,0.54,1.0,0.5,0.5,0.63,0.52
elmo.csv,0.03,0.8,0.0,0.04,0.0,0.0,0.04,0.02,0.0,0.0,0.01,0.02,0.02,0.08,0.09,0.0,0.04,0.05,0.01,0.0
enzo.csv,0.95,0.8,0.93,0.8,0.9,0.89,0.96,0.89,0.93,0.79,0.78,0.87,0.86,1.0,0.99,0.85,0.93,0.91,0.84,0.96
gpac.csv,0.61,0.4,0.45,0.41,0.52,0.61,0.57,0.98,0.56,0.86,0.58,0.67,0.48,0.62,0.32,0.51,0.71,0.5,0.36,0.48
img-browse-sort.csv,0.07,0.6,0.09,0.35,0.07,0.03,0.38,0.38,0.65,0.43,0.04,0.08,0.27,0.92,0.01,0.05,0.64,0.05,0.15,0.13
ktc.csv,0.95,0.4,0.46,0.33,0.41,0.33,0.4,0.27,0.25,0.57,0.34,0.42,0.22,0.38,0.18,0.49,0.39,0.27,0.33,0.35
neoengine.csv,0.7,1.0,0.96,0.5,0.64,0.61,0.4,0.95,0.86,0.57,0.49,0.6,0.71,0.77,0.56,0.76,0.96,0.5,0.58,0.61
nicepress.csv,0.51,0.2,0.52,0.09,0.54,0.97,0.27,0.41,0.28,0.14,0.31,0.4,0.32,0.23,0.45,0.46,0.18,0.41,0.39,0.35
open-ms.csv,0.43,0.6,0.19,0.39,0.32,0.44,0.14,0.05,0.32,0.86,0.24,0.48,0.27,0.15,0.11,0.25,0.14,0.41,0.97,0.04
pcsx2.csv,0.57,0.8,0.61,0.48,0.65,0.42,0.57,0.93,0.86,0.64,0.49,0.62,0.98,0.46,0.43,0.34,0.96,0.55,0.49,0.39
pi-qmc.csv,0.7,0.6,0.77,0.48,0.52,0.44,0.45,0.82,0.58,0.29,0.4,0.48,0.67,0.46,0.57,0.48,0.61,1.0,0.44,0.39
rosegarden.csv,0.51,0.4,0.56,0.26,0.98,0.42,0.22,0.3,0.33,0.29,0.4,0.54,0.55,0.23,0.37,0.5,0.57,0.59,0.39,0.22
salasaga.csv,0.82,0.8,0.73,0.8,0.66,0.81,0.79,0.61,0.78,0.57,0.64,0.63,0.75,0.85,0.82,0.96,0.93,1.0,0.8,0.74
sigil.csv,0.51,0.4,0.45,0.59,0.38,0.58,0.44,0.34,0.33,0.64,0.64,0.94,0.49,0.77,0.11,0.15,0.86,0.41,0.48,0.52
skia.csv,0.37,0.2,0.29,0.13,0.39,0.11,0.35,0.54,0.52,0.07,0.24,0.13,0.44,0.31,0.47,0.26,0.61,0.27,0.2,0.91
smarttag.csv,0.32,0.6,0.35,0.24,0.41,0.03,0.31,0.52,0.52,1.0,0.36,0.33,0.46,0.15,0.06,0.14,0.43,0.09,0.3,0.26
sylpheed-claws.csv,0.51,0.4,0.58,0.5,0.35,0.39,0.57,0.64,0.96,0.64,0.66,0.31,0.51,0.31,0.35,0.44,0.46,0.73,0.45,0.57
xemeiah.csv,0.62,0.4,0.58,0.3,0.56,0.58,0.38,0.62,0.63,0.36,0.99,0.38,0.55,0.31,0.37,0.44,0.64,0.5,0.47,0.48
zscreen.csv,0.55,0.6,0.5,1.0,0.53,0.53,0.59,0.91,0.62,0.5,0.58,0.52,0.78,0.77,0.75,0.54,1.0,0.27,0.58,0.74
