,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.43,0.48,0.49,0.62,0.31,0.38,0.39,0.51,0.62,0.43,0.22,0.43,0.96,0.9,0.37
bl-toolkit.csv,0.33,0.36,0.61,0.47,0.49,1.0,0.21,0.35,0.52,0.6,0.62,0.68,0.55,0.65,0.35
bochs.csv,0.41,0.57,0.54,0.65,0.94,0.63,0.38,0.54,0.72,0.33,0.54,0.51,0.68,0.6,0.7
emeraldemu.csv,0.3,0.27,0.37,0.98,0.27,0.17,0.18,0.37,0.56,0.33,0.28,0.3,0.55,0.44,0.27
fbmanager.csv,0.98,0.46,0.41,0.6,0.48,0.14,0.62,0.64,0.59,0.52,0.44,0.26,0.64,0.44,0.41
modellus.csv,0.4,0.39,0.56,0.61,0.62,0.56,0.75,0.52,0.67,0.48,0.54,0.98,0.64,0.23,0.4
openmalaria.csv,0.68,0.66,0.6,0.65,0.51,0.62,0.76,0.62,0.7,0.65,0.98,0.58,0.64,0.87,0.71
pi-qmc.csv,0.44,0.41,0.68,0.63,0.46,0.6,0.17,0.64,0.66,0.67,0.58,0.69,0.67,0.92,0.92
plplot.csv,0.62,0.56,0.58,0.63,0.52,0.66,0.74,0.47,0.51,0.92,0.62,0.7,0.58,0.31,0.41
powerfolder.csv,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.11,0.01,1.0,0.0
psycle.csv,0.7,0.96,0.61,0.61,0.53,0.61,0.56,0.61,0.69,0.68,0.63,0.69,0.62,0.35,0.5
qgis.csv,0.42,0.59,0.97,0.66,0.59,0.48,0.52,0.58,0.64,0.6,0.41,0.58,0.68,0.77,0.5
sbml.csv,0.61,0.67,0.62,0.64,0.27,0.66,0.72,0.99,0.68,0.68,0.71,0.67,0.65,0.45,0.73
unimrcp.csv,0.28,0.39,0.34,0.56,0.26,0.19,1.0,0.35,0.5,0.28,0.23,0.54,0.45,0.94,0.32
wow-qrsk.csv,0.37,0.45,0.47,0.6,0.47,0.32,0.3,0.48,0.95,0.37,0.43,0.54,0.59,0.73,0.27
