,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.76,0.79,0.77,0.52,0.57,0.74,0.21,0.72,0.36,0.57,0.5,0.72,0.99,0.1,0.58
bl-toolkit.csv,0.56,0.68,0.59,0.27,0.4,1.0,0.28,0.57,0.19,0.32,0.55,0.64,0.61,0.05,0.19
bochs.csv,0.54,0.72,0.49,0.39,0.93,0.76,0.56,0.86,0.27,0.33,0.56,0.62,0.69,0.06,0.58
emeraldemu.csv,0.75,0.95,0.56,1.0,0.57,0.58,0.57,0.83,0.37,0.35,0.83,0.38,0.71,0.06,0.71
fbmanager.csv,1.0,0.76,0.57,0.45,0.42,0.55,0.36,0.82,0.3,0.53,0.59,0.58,0.73,0.07,0.53
modellus.csv,0.71,0.84,0.7,0.48,0.63,0.79,0.57,0.76,0.42,0.47,0.68,0.99,0.63,0.02,0.3
openmalaria.csv,0.65,0.84,0.53,0.36,0.44,0.75,0.4,0.81,0.26,0.34,1.0,0.53,0.61,0.09,0.46
pi-qmc.csv,0.44,0.64,0.57,0.36,0.46,0.73,0.26,0.75,0.25,0.42,0.66,0.66,0.67,0.12,0.95
plplot.csv,0.57,0.66,0.52,0.36,0.46,0.75,0.36,0.68,0.21,1.0,0.5,0.6,0.6,0.04,0.62
powerfolder.csv,0.0,0.0,0.0,0.67,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.89,1.0,1.0,0.0
psycle.csv,0.63,0.99,0.52,0.36,0.45,0.73,0.27,0.73,0.26,0.36,0.51,0.58,0.61,0.03,0.28
qgis.csv,0.65,0.77,0.99,0.48,0.52,0.79,0.45,0.86,0.31,0.48,0.62,0.67,0.7,0.09,0.62
sbml.csv,0.56,0.73,0.53,0.36,0.43,0.76,0.38,0.99,0.24,0.45,0.57,0.6,0.62,0.03,0.52
unimrcp.csv,0.8,0.83,0.73,0.57,0.59,0.73,0.96,1.0,0.36,0.42,0.89,0.65,0.71,0.15,0.67
wow-qrsk.csv,0.79,0.79,0.73,0.56,0.58,0.88,0.37,0.89,0.99,0.32,0.73,0.69,0.77,0.07,0.71
